0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
Name,China: Xinjiang: Output: Cement: YTD,China: Yunnan: Output: Cement: YTD,China: Gansu: Output: Cement: YTD,China: Chongqing: Output: Cement: YTD,China: Shanghai: Output: Cement: YTD,China: Zhejiang: Output: Cement: YTD,China: Jiangsu: Output: Cement: YTD,China: Fujian: Output: Cement: YTD,China: Anhui: Output: Cement: YTD,China: Tibet: Output: Cement: YTD,China: Guangxi: Output: Cement: YTD,China: Ningxia: Output: Cement: YTD,China: Output: Cement: YTD,China: Qinghai: Output: Cement: YTD,China: Guizhou: Output: Cement: YTD,China: Shanxi: Output: Cement: YTD,China: Heilongjiang: Output: Cement: YTD,China: Hubei: Output: Cement: YTD,China: Jiangxi: Output: Cement: YTD,China: Guangdong: Output: Cement: YTD,China: Hainan: Output: Cement: YTD,China: Hunan: Output: Cement: YTD,China: Jilin: Output: Cement: YTD,China: Tianjin: Output: Cement: YTD,China: Beijing: Output: Cement: YTD,China: Shandong: Output: Cement: YTD,China: Shaanxi: Output: Cement: YTD,China: Sichuan: Output: Cement: YTD,China: Liaoning: Output: Cement: YTD,China: Hebei: Output: Cement: YTD,China: Henan: Output: Cement: YTD,China: Inner Mongolia: Output: Cement: YTD,China: Yunnan: Output: Crude Steel: YTD,China: Xinjiang: Output: Crude Steel: YTD,China: Jiangxi: Output: Crude Steel: YTD,China: Gansu: Output: Crude Steel: YTD,China: Hebei: Output: Crude Steel: YTD,China: Guangxi: Output: Crude Steel: YTD,China: Shanxi: Output: Crude Steel: YTD,China: Shaanxi: Output: Crude Steel: YTD,China: Fujian: Output: Crude Steel: YTD,China: Sichuan: Output: Crude Steel: YTD,China: Hunan: Output: Crude Steel: YTD,China: Liaoning: Output: Crude Steel: YTD,China: Chongqing: Output: Crude Steel: YTD,China: Anhui: Output: Crude Steel: YTD,China: Guizhou: Output: Crude Steel: YTD,China: Qinghai: Output: Crude Steel: YTD,China: Beijing: Output: Crude Steel: YTD,China: Hubei: Output: Crude Steel: YTD,China: Guangdong: Output: Crude Steel: YTD,China: Jiangsu: Output: Crude Steel: YTD,China: Zhejiang: Output: Crude Steel: YTD,China: Jilin: Output: Crude Steel: YTD,China: Shandong: Output: Crude Steel: YTD,China: Heilongjiang: Output: Crude Steel: YTD,China: Tianjin: Output: Crude Steel: YTD,China: Hainan: Output: Crude Steel: YTD,China: Henan: Output: Crude Steel: YTD,China: Shanghai: Output: Crude Steel: YTD,China: Inner Mongolia: Output: Crude Steel: YTD,China: Output: Pig Iron: YTD,China: Shaanxi: Output: Pig Iron: YTD,China: Hunan: Output: Pig Iron: YTD,China: Jiangxi: Output: Pig Iron: YTD,China: Shanxi: Output: Pig Iron: YTD,China: Anhui: Output: Pig Iron: YTD,China: Shanghai: Output: Pig Iron: YTD,China: Heilongjiang: Output: Pig Iron: YTD,China: Gansu: Output: Pig Iron: YTD,China: Qinghai: Output: Pig Iron: YTD,China: Chongqing: Output: Pig Iron: YTD,China: Jiangsu: Output: Pig Iron: YTD,China: Ningxia: Output: Pig Iron: YTD,China: Guizhou: Output: Pig Iron: YTD,China: Henan: Output: Pig Iron: YTD,China: Shandong: Output: Pig Iron: YTD,China: Hubei: Output: Pig Iron: YTD,China: Guangdong: Output: Pig Iron: YTD,China: Jilin: Output: Pig Iron: YTD,China: Hebei: Output: Pig Iron: YTD,China: Sichuan: Output: Pig Iron: YTD,China: Xinjiang: Output: Pig Iron: YTD,China: Fujian: Output: Pig Iron: YTD,China: Zhejiang: Output: Pig Iron: YTD,China: Output: Pig Iron: YTD: YoY,China: Liaoning: Output: Pig Iron: YTD,China: Tianjin: Output: Pig Iron: YTD,China: Inner Mongolia: Output: Pig Iron: YTD,China: Guangxi: Output: Pig Iron: YTD,China: Yunnan: Output: Pig Iron: YTD,China: Beijing: Output: Steel Products: YTD,China: Tianjin: Output: Steel Products: YTD,China: Hebei: Output: Steel Products: YTD,China: Shanxi: Output: Steel Products: YTD,China: Inner Mongolia: Output: Steel Products: YTD,China: Liaoning: Output: Steel Products: YTD,China: Jilin: Output: Steel Products: YTD,China: Heilongjiang: Output: Steel Products: YTD,China: Shanghai: Output: Steel Products: YTD,China: Jiangsu: Output: Steel Products: YTD,China: Zhejiang: Output: Steel Products: YTD,China: Anhui: Output: Steel Products: YTD,China: Fujian: Output: Steel Products: YTD,China: Jiangxi: Output: Steel Products: YTD,China: Shandong: Output: Steel Products: YTD,China: Henan: Output: Steel Products: YTD,China: Hubei: Output: Steel Products: YTD,China: Hunan: Output: Steel Products: YTD,China: Guangdong: Output: Steel Products: YTD,China: Guangxi: Output: Steel Products: YTD,China: Hainan: Output: Steel Products: YTD,China: Chongqing: Output: Steel Products: YTD,China: Sichuan: Output: Steel Products: YTD,China: Guizhou: Output: Steel Products: YTD,China: Yunnan: Output: Steel Products: YTD,China: Shaanxi: Output: Steel Products: YTD,China: Gansu: Output: Steel Products: YTD,China: Qinghai: Output: Steel Products: YTD,China: Ningxia: Output: Steel Products: YTD,China: Xinjiang: Output: Steel Products: YTD,China: Tianjin: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Hebei: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Shanxi: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Inner Mongolia: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Liaoning: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Jilin: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Heilongjiang: Output: Ten Kinds of Non-ferrous Metals: YTD,(DC) China: Shanghai: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Jiangsu: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Zhejiang: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Anhui: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Fujian: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Jiangxi: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Shandong: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Henan: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Hubei: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Hunan: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Guangdong: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Guangxi: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Chongqing: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Sichuan: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Guizhou: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Yunnan: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Tibet: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Shaanxi: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Gansu: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Qinghai: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Ningxia: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Xinjiang: Output: Ten Kinds of Non-ferrous Metals: YTD,China: Beijing: Output: Thermal Power Generating Capacity: YTD,China: Tianjin: Output: Thermal Power Generating Capacity: YTD,China: Hebei: Output: Thermal Power Generating Capacity: YTD,China: Shanxi: Output: Thermal Power Generating Capacity: YTD,China: Inner Mongolia: Output: Thermal Power Generating Capacity: YTD,China: Liaoning: Output: Thermal Power Generating Capacity: YTD,China: Jilin: Output: Thermal Power Generating Capacity: YTD,China: Heilongjiang: Output: Thermal Power Generating Capacity: YTD,China: Shanghai: Output: Thermal Power Generating Capacity: YTD,China: Jiangsu: Output: Thermal Power Generating Capacity: YTD,China: Zhejiang: Output: Thermal Power Generating Capacity: YTD,China: Anhui: Output: Thermal Power Generating Capacity: YTD,China: Fujian: Output: Thermal Power Generating Capacity: YTD,China: Jiangxi: Output: Thermal Power Generating Capacity: YTD,China: Shandong: Output: Thermal Power Generating Capacity: YTD,China: Henan: Output: Thermal Power Generating Capacity: YTD,China: Hubei: Output: Thermal Power Generating Capacity: YTD,China: Hunan: Output: Thermal Power Generating Capacity: YTD,China: Guangdong: Output: Thermal Power Generating Capacity: YTD,China: Guangxi: Output: Thermal Power Generating Capacity: YTD,China: Hainan: Output: Thermal Power Generating Capacity: YTD,China: Chongqing: Output: Thermal Power Generating Capacity: YTD,China: Sichuan: Output: Thermal Power Generating Capacity: YTD,China: Guizhou: Output: Thermal Power Generating Capacity: YTD,China: Yunnan: Output: Thermal Power Generating Capacity: YTD,China: Tibet: Output: Thermal Power Generating Capacity: YTD,China: Shaanxi: Output: Thermal Power Generating Capacity: YTD,China: Gansu: Output: Thermal Power Generating Capacity: YTD,China: Qinghai: Output: Thermal Power Generating Capacity: YTD,China: Ningxia: Output: Thermal Power Generating Capacity: YTD,China: Xinjiang: Output: Thermal Power Generating Capacity: YTD,China: Beijing: Output: Chemical Fibers: YTD,China: Tianjin: Output: Chemical Fibers: YTD,China: Hebei: Output: Chemical Fibers: YTD,China: Inner Mongolia: Output: Chemical Fibers: YTD,China: Liaoning: Output: Chemical Fibers: YTD,China: Jilin: Output: Chemical Fibers: YTD,China: Heilongjiang: Output: Chemical Fibers: YTD,China: Shanghai: Output: Chemical Fibers: YTD,China: Jiangsu: Output: Chemical Fibers: YTD,China: Zhejiang: Output: Chemical Fibers: YTD,China: Anhui: Output: Chemical Fibers: YTD,China: Fujian: Output: Chemical Fibers: YTD,China: Jiangxi: Output: Chemical Fibers: YTD,China: Shandong: Output: Chemical Fibers: YTD,China: Henan: Output: Chemical Fibers: YTD,China: Hubei: Output: Chemical Fibers: YTD,China: Hunan: Output: Chemical Fibers: YTD,China: Guangdong: Output: Chemical Fibers: YTD,China: Chongqing: Output: Chemical Fibers: YTD,China: Sichuan: Output: Chemical Fibers: YTD,China: Yunnan: Output: Chemical Fibers: YTD,China: Shaanxi: Output: Chemical Fibers: YTD,China: Gansu: Output: Chemical Fibers: YTD,China: Ningxia: Output: Chemical Fibers: YTD,China: Xinjiang: Output: Chemical Fibers: YTD
Frequency,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Season,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
Unit,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,10000 tons,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,100 million tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,%,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,10000 tons,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,10000 kwh,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton,ton
ID,S0078110,S0078104,S0078107,S0078101,S0078088,S0078090,S0078089,S0078092,S0078091,S0078105,S0078099,S0078109,S0028391,S0078108,S0078103,S0078083,S0078087,S0078096,S0078093,S0078098,S0078100,S0078097,S0078086,S0078081,S0078080,S0078094,S0078106,S0078102,S0078085,S0078082,S0078095,S0078084,S0065012,S0065016,S0065001,S0065014,S0064990,S0065007,S0064991,S0065013,S0065000,S0065010,S0065005,S0064993,S0065009,S0064999,S0065011,S0065015,S0064988,S0065004,S0065006,S0064997,S0064998,S0064994,S0065002,S0064995,S0064989,S0065008,S0065003,S0064996,S0064992,Y4549618,S0065043,S0065035,S0065031,S0065021,S0065029,S0065026,S0065025,S0065044,S0065045,S0065039,S0065027,S0065046,S0065041,S0065033,S0065032,S0065034,S0065036,S0065024,S0065020,S0065040,S0065047,S0065030,S0065028,Y3598797,S0065023,S0065019,S0065022,S0065037,S0065042,S0065049,S0065050,S0065051,S0065052,S0065053,S0065054,S0065055,S0065056,S0065057,S0065058,S0065059,S0065060,S0065061,S0065062,S0065063,S0065064,S0065065,S0065066,S0065067,S0065068,S0065069,S0065070,S0065071,S0065072,S0065073,S0065074,S0065075,S0065076,S0065077,S0065078,S0077705,S0077706,S0077707,S0077708,S0077709,S0077710,S0077711,S0077712,S0077713,S0077714,S0077715,S0077716,S0077717,S0077718,S0077719,S0077720,S0077721,S0077722,S0077723,S0077724,S0077725,S0077726,S0077727,M6424615,S0077728,S0077729,S0077730,S0077731,S0077732,S0075788,S0075789,S0075790,S0075791,S0075792,S0075793,S0075794,S0075795,S0075796,S0075797,S0075798,S0075799,S0075800,S0075801,S0075802,S0075803,S0075804,S0075805,S0075806,S0075807,S0075808,S0075809,S0075810,S0075811,S0075812,S0075813,S0075814,S0075815,S0075816,S0075817,S0075818,S0077008,S0077009,S0077010,S0077012,S0077013,S0077014,S0077015,S0077016,S0077017,S0077018,S0077019,S0077020,S0077021,S0077022,S0077023,S0077024,S0077025,S0077026,S0077028,S0077029,S0077030,S0077031,S0077032,S0077033,S0077034
Source,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,China Iron and Steel Association,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,China Iron and Steel Association,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China
Update,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-07-17,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2022-08-18,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2022-08-18,2024-09-19,2024-09-19,2024-09-19,2024-09-18,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-18,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-06-18,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19,2024-09-19
1978-12,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,805,100.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,900.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
