Source,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,According to the Press Finishing,According to the Press Finishing,National Bureau of Statistics of China,National Bureau of Statistics of China,National Bureau of Statistics of China,Wind,National Bureau of Statistics of China,National Bureau of Statistics of China,Wind
Update,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-23,2024-09-23,2024-09-23,2024-09-23,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-23,2024-10-19,2022-01-29,2022-01-29,2024-10-18,2024-10-18,2024-10-18,2024-05-30,2024-10-18,2024-10-18,2024-09-23
2018-08,"2,338.00 ","2,938.00 ",851.00 ,"4,820.00 ","1,412.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"45,296.00 ",0.00 ,0.00 ,"33,103.10 ","7,158.80 ","1,834.90 ","2,393.00 ",574.68 ,"2,128.70 ",309.70 
2018-09,"2,716.00 ","3,275.00 ",950.00 ,"5,447.00 ","1,565.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"51,061.00 ",0.00 ,0.00 ,"36,918.10 ","8,326.20 ","2,088.70 ","2,676.00 ",660.87 ,"2,367.30 ",311.20 
2018-10,"3,083.00 ","3,596.00 ","1,060.00 ","6,084.00 ","1,724.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"56,552.25 ",0.00 ,0.00 ,"40,685.60 ","9,418.40 ","2,341.00 ","2,962.00 ",746.67 ,"2,624.50 ",310.20 
2018-11,"3,358.00 ","3,946.00 ","1,148.00 ","6,791.00 ","1,891.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"62,199.00 ",0.00 ,0.00 ,"44,962.80 ","10,297.30 ","2,638.00 ","3,268.00 ",830.20 ,"2,896.80 ",309.30 
2018-12,"3,613.00 ","4,361.00 ","1,212.00 ","7,184.00 ","2,095.00 ","4,495.00 ","2,767.00 ","35,259.00 ","114,408.00 ","4,466.00 ","18,427.00 ",0.00 ,"100,835.00 ","8,375.00 ",0.00 ,0.00 ,"68,449.09 ","3,658.00 ","1,769.00 ","49,794.70 ","11,027.50 ","2,944.00 ","3,660.00 ",894.46 ,"3,253.20 ",308.00 
2019-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,171.82 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2019-02,433.00 ,730.00 ,164.00 ,"1,040.00 ",351.00 ,757.00 ,397.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"11,063.00 ",0.00 ,0.00 ,"8,426.70 ","1,352.20 ",483.70 ,653.00 ,147.49 ,571.70 ,296.50 
2019-03,691.00 ,"1,083.00 ",283.00 ,"1,655.00 ",556.00 ,"1,122.00 ",603.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"16,795.00 ",0.00 ,0.00 ,"12,658.20 ","2,159.00 ",770.40 ,"1,041.00 ",244.03 ,915.50 ,298.40 
2019-04,959.00 ,"1,413.00 ",405.00 ,"2,258.00 ",767.00 ,"1,461.00 ",784.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"22,329.00 ",0.00 ,0.00 ,"16,553.60 ","2,987.00 ","1,048.40 ","1,440.00 ",349.54 ,"1,259.40 ",301.70 
2019-05,"1,300.00 ","1,728.00 ",532.00 ,"2,839.00 ",978.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"27,993.00 ",0.00 ,0.00 ,"20,408.80 ","4,002.70 ","1,320.30 ","1,843.00 ",461.37 ,"1,615.30 ",303.40 
2019-06,"1,674.00 ","2,066.00 ",650.00 ,"3,429.00 ","1,133.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"33,980.00 ",0.00 ,0.00 ,"24,487.10 ","5,137.80 ","1,600.00 ","2,145.00 ",568.20 ,"1,879.30 ",306.20 
2019-07,"2,118.00 ","2,439.00 ",770.00 ,"4,006.00 ","1,259.00 ","2,512.00 ","1,485.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"40,652.00 ",0.00 ,0.00 ,"29,089.20 ","6,514.10 ","1,913.20 ","2,393.00 ",676.05 ,"2,107.80 ",307.50 
2019-08,"2,538.00 ","2,831.00 ",895.00 ,"4,844.00 ","1,388.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"47,422.00 ",0.00 ,0.00 ,"33,853.20 ","7,811.10 ","2,241.70 ","2,651.00 ",785.05 ,"2,334.70 ",309.30 
2019-09,"2,903.00 ","3,174.00 ","1,010.00 ","5,452.00 ","1,519.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"53,442.00 ",0.00 ,0.00 ,"38,019.60 ","8,937.90 ","2,538.40 ","2,914.00 ",904.70 ,"2,566.40 ",310.40 
2019-10,"3,244.00 ","3,495.00 ","1,117.00 ","6,040.00 ","1,688.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"59,232.00 ",0.00 ,0.00 ,"42,041.40 ","10,012.60 ","2,826.00 ","3,250.00 ","1,004.72 ","2,856.80 ",309.70 
2019-11,"3,499.00 ","3,856.00 ","1,204.00 ","6,710.00 ","1,882.00 ","3,963.00 ","2,368.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"65,144.49 ",0.00 ,0.00 ,"46,522.10 ","10,826.40 ","3,151.40 ","3,638.00 ","1,092.10 ","3,204.00 ",308.30 
2019-12,"3,697.00 ","4,307.00 ","1,285.00 ","7,394.00 ","2,083.00 ","4,429.00 ","2,646.00 ","35,804.00 ","118,957.00 ","4,874.00 ","20,915.00 ",0.00 ,"104,063.00 ","9,024.00 ",0.00 ,0.00 ,"72,852.00 ","4,053.00 ","2,240.00 ","51,654.30 ","11,534.40 ","3,483.50 ","4,053.00 ","1,172.16 ","3,577.40 ",308.30 
2020-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,805.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2020-02,380.00 ,633.00 ,167.00 ,970.00 ,313.00 ,648.00 ,400.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"10,203.00 ",0.00 ,0.00 ,"7,806.60 ","1,213.90 ",473.20 ,659.00 ,179.19 ,593.60 ,291.80 
2020-03,622.00 ,946.00 ,290.00 ,"1,599.00 ",548.00 ,969.00 ,603.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"15,698.00 ",0.00 ,0.00 ,"11,745.90 ","1,962.90 ",779.50 ,"1,149.00 ",310.11 ,"1,022.40 ",293.40 
2020-04,865.00 ,"1,272.00 ",421.00 ,"2,230.00 ",745.00 ,"1,297.00 ",778.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"21,270.00 ",0.00 ,0.00 ,"15,757.60 ","2,719.60 ","1,087.20 ","1,565.00 ",440.53 ,"1,383.00 ",296.80 
2020-05,"1,138.00 ","1,609.00 ",550.00 ,"2,868.00 ",958.00 ,"1,641.00 ",977.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"27,197.00 ",0.00 ,0.00 ,"20,009.80 ","3,557.80 ","1,398.00 ","2,021.00 ",573.16 ,"1,786.20 ",300.60 
2020-06,"1,528.00 ","1,955.00 ",663.00 ,"3,519.00 ","1,123.00 ","1,994.00 ","1,196.00 ","36,100.00 ","120,774.00 ","4,877.00 ","21,675.00 ","33,041.00 ","105,222.00 ","9,371.00 ",0.00 ,0.00 ,"33,547.00 ",0.00 ,0.00 ,"24,342.70 ","4,769.10 ","1,715.70 ","2,379.00 ",699.92 ,"2,117.00 ",302.10 
2020-07,"2,002.00 ","2,321.00 ",776.00 ,"4,204.00 ","1,274.00 ","2,368.00 ","1,426.00 ","36,363.00 ","121,823.00 ","4,877.00 ","21,806.00 ","33,304.00 ","106,133.00 ","9,483.00 ",0.00 ,0.00 ,"40,381.00 ",0.00 ,0.00 ,"28,956.80 ","6,217.30 ","2,049.80 ","2,704.00 ",820.60 ,"2,406.10 ",304.00 
2020-08,"2,439.00 ","2,729.00 ",897.00 ,"4,881.00 ","1,417.00 ","2,785.00 ","1,712.00 ","36,440.00 ","121,979.00 ","4,877.00 ","22,074.00 ","33,351.00 ","106,219.00 ","9,531.00 ",0.00 ,0.00 ,"47,676.00 ",0.00 ,0.00 ,"34,068.70 ","7,634.30 ","2,381.40 ","3,028.00 ",947.33 ,"2,695.90 ",305.10 
2020-09,"2,894.00 ","3,059.00 ","1,009.00 ","5,521.00 ","1,549.00 ","3,119.00 ","1,934.00 ","36,520.00 ","122,506.00 ","4,989.00 ","22,391.00 ","33,431.00 ","106,547.00 ","9,637.00 ",0.00 ,0.00 ,"54,134.00 ",0.00 ,0.00 ,"38,316.20 ","9,024.90 ","2,700.10 ","3,330.00 ","1,070.59 ","2,971.90 ",306.10 
2020-10,"3,324.00 ","3,372.00 ","1,115.00 ","6,099.00 ","1,727.00 ","3,436.00 ","2,123.00 ","36,577.00 ","122,982.00 ","4,989.00 ","22,983.00 ","33,458.00 ","106,865.00 ","9,713.00 ",0.00 ,0.00 ,"60,306.00 ",0.00 ,0.00 ,"42,333.00 ","10,444.10 ","2,986.80 ","3,739.00 ","1,195.86 ","3,326.60 ",305.70 
2020-11,"3,627.00 ","3,741.00 ","1,203.00 ","6,746.00 ","1,912.00 ","3,814.00 ","2,364.00 ","36,773.00 ","123,481.00 ","4,989.00 ","23,626.00 ","33,654.00 ","107,240.00 ","9,751.00 ",0.00 ,0.00 ,"66,772.00 ",0.00 ,0.00 ,"47,095.90 ","11,378.20 ","3,309.70 ","4,184.00 ","1,307.61 ","3,731.00 ",304.20 
2020-12,"3,827.00 ","4,216.00 ","1,281.00 ","7,453.00 ","2,073.00 ","4,340.00 ","2,618.00 ","37,016.00 ","124,517.00 ","4,989.00 ","28,153.00 ",0.00 ,"107,992.00 ","9,802.00 ",0.00 ,0.00 ,"75,110.00 ","4,665.00 ","2,611.00 ","52,798.70 ","12,140.30 ","3,662.50 ","4,665.00 ","1,420.99 ","4,146.00 ",305.50 
2021-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,325.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2021-02,401.00 ,732.00 ,192.00 ,"1,147.00 ",419.00 ,762.00 ,379.00 ,"37,026.00 ","125,602.00 ","5,104.00 ","28,456.00 ","33,847.00 ","108,402.00 ","10,204.00 ",0.00 ,"25,728.00 ","12,588.00 ",0.00 ,0.00 ,"9,389.90 ","1,292.30 ",583.80 ,"1,152.00 ",246.68 ,914.50 ,292.30 
2021-03,600.00 ,"1,118.00 ",300.00 ,"1,817.00 ",619.00 ,"1,160.00 ",620.00 ,"37,132.00 ","126,000.00 ","5,104.00 ","28,661.00 ","33,953.00 ","108,527.00 ","10,420.00 ",0.00 ,"25,913.00 ","19,219.00 ",0.00 ,0.00 ,"14,378.60 ","1,958.60 ",925.90 ,"1,737.00 ",387.70 ,"1,400.60 ",294.40 
2021-04,843.00 ,"1,468.00 ",409.00 ,"2,450.00 ",823.00 ,"1,518.00 ",859.00 ,"37,330.00 ","126,161.00 ","5,104.00 ","28,744.00 ","34,151.00 ","108,474.00 ","10,528.00 ",0.00 ,"26,097.00 ","25,581.00 ",0.00 ,0.00 ,"18,901.40 ","2,727.40 ","1,249.60 ","2,325.00 ",527.08 ,"1,870.00 ",297.10 
2021-05,"1,144.00 ","1,817.00 ",541.00 ,"3,121.00 ","1,053.00 ","1,871.00 ","1,108.00 ","37,382.00 ","126,389.00 ","5,104.00 ","28,852.00 ","34,167.00 ","108,603.00 ","10,574.00 ",0.00 ,"26,358.00 ","32,305.00 ",0.00 ,0.00 ,"23,417.20 ","3,684.80 ","1,592.10 ","2,972.00 ",694.64 ,"2,382.30 ",299.10 
2021-06,"1,496.00 ","2,191.00 ",660.00 ,"3,805.00 ","1,212.00 ","2,257.00 ","1,328.00 ","37,785.00 ","126,658.00 ","5,216.00 ","29,192.00 ","34,571.00 ","108,801.00 ","10,588.00 ",0.00 ,"26,761.00 ","39,339.00 ",0.00 ,0.00 ,"28,262.00 ","4,826.70 ","1,950.90 ","3,442.00 ",858.23 ,"2,819.20 ",301.40 
2021-07,"1,933.00 ","2,594.00 ",780.00 ,"4,532.00 ","1,371.00 ","2,675.00 ","1,590.00 ","38,143.00 ","127,263.00 ","5,326.00 ","29,310.00 ","34,894.00 ","109,201.00 ","10,638.00 ","3,409.00 ","27,110.00 ","47,097.00 ",0.00 ,0.00 ,"33,537.00 ","6,247.00 ","2,333.00 ","3,915.00 ","1,038.00 ","3,294.00 ",303.00 
2021-08,"2,360.00 ","2,994.00 ",896.00 ,"5,219.00 ","1,500.00 ","3,089.00 ","1,849.00 ","38,213.00 ","127,611.00 ","5,326.00 ","29,532.00 ","34,964.00 ","109,487.00 ","10,656.00 ","3,458.00 ","27,513.00 ","54,704.00 ",0.00 ,0.00 ,"38,723.00 ","7,617.10 ","2,698.50 ","4,301.00 ","1,204.29 ","3,650.80 ",304.20 
2021-09,"2,794.00 ","3,339.00 ","1,006.00 ","5,842.00 ","1,640.00 ","3,450.00 ","2,074.00 ","38,353.00 ","128,183.00 ","5,326.00 ","29,727.00 ","35,034.00 ","109,970.00 ","10,657.00 ","3,536.00 ","27,835.00 ","61,651.00 ",0.00 ,0.00 ,"43,273.00 ","9,029.90 ","3,030.90 ","4,715.00 ","1,362.19 ","4,025.00 ",304.70 
2021-10,"3,159.00 ","3,665.00 ","1,097.00 ","6,471.00 ","1,827.00 ","3,786.00 ","2,259.00 ","38,452.00 ","128,289.00 ","5,326.00 ","29,963.00 ","35,073.00 ","109,981.00 ","10,701.00 ","3,534.00 ","28,214.00 ","68,254.00 ",0.00 ,0.00 ,"47,556.40 ","10,221.90 ","3,366.20 ","5,268.00 ","1,516.26 ","4,515.00 ",304.90 
2021-11,"3,428.00 ","4,025.00 ","1,194.00 ","7,102.00 ","2,031.00 ","4,155.00 ","2,442.00 ","38,798.00 ","128,681.00 ","5,326.00 ","30,486.00 ","35,384.00 ","110,286.00 ","10,704.00 ","3,598.00 ","28,747.00 ","74,972.00 ",0.00 ,0.00 ,"52,227.20 ","11,134.30 ","3,702.40 ","5,893.00 ","1,696.25 ","5,066.10 ",303.70 
2021-12,"3,622.00 ","4,448.00 ",0.00 ,"7,802.00 ","2,232.00 ","4,586.00 ","2,814.00 ","39,092.00 ","129,678.00 ","5,326.00 ","32,848.00 ",0.00 ,"110,901.00 ","10,859.00 ",0.00 ,"30,656.00 ","83,128.00 ","6,556.00 ","3,270.00 ","57,702.70 ","11,840.20 ","4,075.20 ","6,556.00 ","1,836.64 ","5,667.00 ",302.50 
2022-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,232.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2022-02,408.00 ,759.00 ,182.00 ,"1,195.00 ",323.00 ,797.00 ,398.00 ,"39,248.00 ","129,681.00 ","5,328.00 ","33,442.00 ","35,519.00 ","110,628.00 ","10,809.00 ","3,878.00 ","31,581.00 ","13,467.00 ",0.00 ,0.00 ,"9,863.70 ","1,400.00 ",640.00 ,"1,065.00 ",294.74 ,942.10 ,289.00 
2022-03,636.00 ,"1,115.00 ",300.00 ,"1,847.00 ",555.00 ,"1,169.00 ",576.00 ,"39,427.00 ","129,872.00 ","5,443.00 ","33,652.00 ","35,603.00 ","110,723.00 ","10,858.00 ","3,883.00 ","31,855.00 ","20,423.00 ",0.00 ,0.00 ,"14,614.10 ","2,211.70 ",989.80 ,"1,837.00 ",479.23 ,"1,627.40 ",291.50 
2022-04,904.00 ,"1,417.00 ",432.00 ,"2,447.00 ",778.00 ,"1,479.00 ",739.00 ,"39,555.00 ","130,033.00 ","5,443.00 ","33,826.00 ","35,626.00 ","110,821.00 ","10,870.00 ","3,907.00 ","32,257.00 ","26,809.00 ",0.00 ,0.00 ,"18,634.70 ","3,130.00 ","1,316.50 ","2,574.00 ",683.24 ,"2,264.70 ",295.70 
2022-05,"1,262.00 ","1,720.00 ",563.00 ,"3,081.00 ",976.00 ,"1,791.00 ",897.00 ,"39,647.00 ","130,136.00 ","5,443.00 ","33,936.00 ","35,683.00 ","110,812.00 ","10,934.00 ","3,913.00 ","32,789.00 ","33,526.00 ",0.00 ,0.00 ,"22,711.70 ","4,345.60 ","1,663.30 ","3,256.00 ",887.19 ,"2,876.00 ",298.10 
2022-06,"1,691.00 ","2,058.00 ",690.00 ,"3,673.00 ","1,154.00 ","2,139.00 ","1,090.00 ","39,999.00 ","130,496.00 ","5,553.00 ","34,224.00 ","35,840.00 ","111,002.00 ","11,001.00 ","3,950.00 ","33,677.00 ","40,977.00 ",0.00 ,0.00 ,"27,276.80 ","5,828.20 ","1,989.90 ","3,861.00 ","1,107.13 ","3,429.10 ",300.20 
2022-07,"2,100.00 ","2,477.00 ",822.00 ,"4,340.00 ","1,304.00 ","2,575.00 ","1,379.00 ","40,154.00 ","130,937.00 ","5,553.00 ","34,370.00 ","35,865.00 ","111,040.00 ","11,171.00 ","3,967.00 ","34,351.00 ","49,303.00 ",0.00 ,0.00 ,"32,853.90 ","7,288.30 ","2,359.70 ","4,376.00 ","1,319.04 ","3,904.70 ",301.80 
2022-08,"2,453.00 ","2,932.00 ",946.00 ,"4,995.00 ","1,460.00 ","3,051.00 ","1,668.00 ","40,307.00 ","131,153.00 ","5,553.00 ","34,450.00 ","35,998.00 ","111,182.00 ","11,250.00 ","3,986.00 ","34,990.00 ","57,839.00 ",0.00 ,0.00 ,"38,826.70 ","8,516.70 ","2,722.90 ","4,911.00 ","1,535.70 ","4,373.20 ",303.10 
2022-09,"2,729.00 ","3,295.00 ","1,063.00 ","5,576.00 ","1,616.00 ","3,437.00 ","1,826.00 ","40,576.00 ","131,374.00 ","5,553.00 ","34,767.00 ","36,237.00 ","111,295.00 ","11,257.00 ","4,060.00 ","35,864.00 ","64,931.00 ",0.00 ,0.00 ,"43,693.50 ","9,506.80 ","3,046.40 ","5,449.00 ","1,749.88 ","4,870.80 ",304.30 
2022-10,"3,002.00 ","3,620.00 ","1,172.00 ","6,226.00 ","1,817.00 ","3,772.00 ","1,994.00 ","40,751.00 ","131,632.00 ","5,553.00 ","34,939.00 ","36,352.00 ","111,488.00 ","11,250.00 ","4,076.00 ","36,444.00 ","71,760.00 ",0.00 ,0.00 ,"48,187.90 ","10,499.80 ","3,406.80 ","6,155.00 ","1,968.18 ","5,513.40 ",304.80 
2022-11,"3,218.27 ","3,978.64 ","1,260.00 ","6,900.00 ","2,008.00 ","4,146.00 ","2,202.00 ","41,013.00 ","131,983.00 ","5,553.00 ","35,096.00 ","36,584.00 ","111,660.00 ","11,355.00 ","4,090.00 ","37,202.00 ","78,588.00 ",0.00 ,0.00 ,"52,953.00 ","11,282.20 ","3,780.40 ","6,829.00 ","2,125.33 ","6,144.80 ",303.45 
2022-12,"3,412.00 ","4,379.00 ","1,337.00 ","7,616.00 ","2,221.00 ","4,594.00 ","2,429.00 ","41,350.00 ","133,239.00 ","5,553.00 ","36,544.00 ",0.00 ,"112,427.00 ","11,485.00 ","4,132.00 ","39,261.00 ","86,372.00 ",0.00 ,0.00 ,"58,531.30 ","12,020.00 ","4,177.80 ","7,624.00 ","2,290.00 ","6,867.20 ",301.50 
2023-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,884.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2023-02,364.00 ,720.00 ,182.00 ,"1,209.00 ",401.00 ,0.00 ,0.00 ,"41,425.00 ","133,786.00 ","5,557.00 ","37,126.00 ",0.00 ,0.00 ,0.00 ,"4,186.00 ","41,304.00 ","13,834.00 ",0.00 ,0.00 ,"9,756.62 ","1,366.67 ",667.54 ,0.00 ,369.59 ,"1,336.84 ",288.00 
2023-03,544.00 ,"1,098.00 ",303.00 ,"1,864.00 ",615.00 ,"1,158.00 ",550.00 ,"41,546.00 ","134,019.00 ","5,676.00 ","37,573.00 ","36,847.00 ","112,932.00 ","11,660.00 ","4,195.00 ","42,589.00 ","21,203.00 ",0.00 ,0.00 ,"14,950.93 ","2,035.06 ","1,033.25 ","2,287.00 ",612.33 ,"2,080.08 ",290.80 
2023-04,737.00 ,"1,425.00 ",415.00 ,"2,472.00 ",866.00 ,"1,498.00 ",722.00 ,"41,633.00 ","134,489.00 ","5,676.00 ","37,966.00 ","36,874.00 ","113,249.00 ","11,750.00 ","4,231.00 ","44,050.00 ","28,103.00 ",0.00 ,0.00 ,"19,467.00 ","2,708.70 ","1,378.40 ","3,230.00 ",845.60 ,"2,909.30 ",294.70 
2023-05,967.00 ,"1,766.00 ",535.00 ,"3,122.00 ","1,081.00 ","1,850.00 ",917.00 ,"41,700.00 ","135,095.00 ","5,676.00 ","38,260.00 ","36,881.00 ","113,679.00 ","11,871.00 ","4,264.00 ","45,392.00 ","35,325.00 ",0.00 ,0.00 ,"24,205.80 ","3,523.40 ","1,747.30 ","4,068.00 ","1,076.86 ","3,662.80 ",298.60 
2023-06,"1,239.00 ","2,143.00 ",658.00 ,"3,770.00 ","1,237.00 ","2,244.00 ","1,136.00 ","41,793.00 ","135,698.00 ","5,676.00 ","38,921.00 ","36,914.00 ","114,103.00 ","11,974.00 ","4,308.00 ","47,067.00 ","43,076.00 ",0.00 ,0.00 ,"29,456.97 ","4,504.22 ","2,118.86 ","4,680.00 ","1,352.72 ","4,246.44 ",300.10 
2023-07,"1,578.00 ","2,574.00 ",780.00 ,"4,440.00 ","1,416.00 ","2,695.00 ","1,421.00 ","41,812.00 ","136,353.00 ","5,676.00 ","39,291.00 ","36,933.00 ","114,652.00 ","12,028.00 ","4,326.00 ","49,081.00 ","51,965.00 ",0.00 ,0.00 ,"35,473.70 ","5,717.00 ","2,499.30 ","5,387.00 ","1,604.04 ","4,835.90 ",302.20 
2023-08,"1,984.00 ","2,999.00 ",907.00 ,"5,116.00 ","1,538.00 ","3,141.00 ","1,687.00 ","41,893.00 ","136,606.00 ","5,676.00 ","39,537.00 ","36,954.00 ","114,802.00 ","12,101.00 ","4,332.00 ","50,541.00 ","60,826.00 ",0.00 ,0.00 ,"41,389.53 ","7,187.42 ","2,882.59 ","5,872.00 ","1,894.00 ","5,308.39 ",304.40 
2023-09,"2,367.00 ","3,344.00 ","1,017.00 ","5,724.00 ","1,665.00 ","3,501.00 ","1,877.00 ","41,949.00 ","137,262.00 ","5,676.00 ","40,021.00 ","36,980.00 ","115,348.00 ","12,169.00 ","4,339.00 ","52,108.00 ","68,637.00 ",0.00 ,0.00 ,"46,396.90 ","8,583.90 ","3,227.90 ","6,421.00 ","2,172.91 ","5,836.80 ",304.90 
2023-10,"2,704.00 ","3,677.00 ","1,120.00 ","6,357.00 ","1,816.00 ","3,849.00 ","2,040.00 ","42,023.00 ","137,350.00 ","5,676.00 ","40,400.00 ","37,019.00 ","115,197.00 ","12,281.00 ","4,364.00 ","53,576.00 ","76,059.00 ",0.00 ,0.00 ,"51,077.10 ","9,804.90 ","3,587.30 ","7,050.00 ","2,435.71 ","6,424.30 ",304.70 
2023-11,"2,927.00 ","4,040.00 ","1,218.00 ","7,001.00 ","2,029.00 ","4,230.00 ","2,236.00 ","42,134.00 ","137,884.00 ","5,676.00 ","41,283.00 ","37,070.00 ","115,687.00 ","12,283.00 ","4,375.00 ","55,762.00 ","83,678.00 ",0.00 ,0.00 ,"56,178.00 ","10,636.00 ","3,952.00 ","7,962.00 ","2,713.98 ","7,252.00 ",303.40 
2023-12,"3,133.00 ","4,466.00 ","1,286.00 ","7,670.00 ","2,225.00 ","4,685.00 ","2,436.00 ","42,154.00 ","139,032.00 ","5,691.00 ","44,134.00 ",0.00 ,"116,493.00 ","12,562.00 ","4,414.00 ","60,949.00 ","92,241.00 ",0.00 ,0.00 ,"62,318.04 ","11,408.86 ","4,332.56 ","8,858.00 ","2,939.68 ","8,090.49 ",0.00 
2024-02,369.00 ,763.00 ,168.00 ,"1,216.00 ",373.00 ,808.00 ,395.00 ,"42,246.00 ","139,420.00 ","5,691.00 ","45,035.00 ","37,057.00 ","116,751.00 ","12,625.00 ","4,469.00 ","64,788.00 ","15,316.00 ",0.00 ,0.00 ,"10,801.90 ","1,389.60 ",691.10 ,"1,659.00 ",490.28 ,"1,497.30 ",289.80 
2024-03,555.00 ,"1,128.00 ",279.00 ,"1,828.00 ",596.00 ,"1,192.00 ",581.00 ,"42,340.00 ","139,666.00 ","5,691.00 ","45,664.00 ","37,086.00 ","116,830.00 ","12,709.00 ","4,477.00 ","66,005.00 ","23,373.00 ",0.00 ,0.00 ,"16,028.00 ","2,101.70 ","1,039.20 ","2,665.00 ",783.22 ,"2,419.40 ",293.00 
2024-04,785.00 ,"1,448.00 ",373.00 ,"2,471.00 ",789.00 ,"1,523.00 ",762.00 ,"42,515.00 ","139,802.00 ","5,691.00 ","45,803.00 ","37,231.00 ","116,887.00 ","12,694.00 ","4,496.00 ","67,147.00 ","30,772.00 ",0.00 ,0.00 ,"20,621.90 ","2,937.40 ","1,404.90 ","3,556.00 ","1,113.96 ","3,250.40 ",296.30 
2024-05,"1,093.00 ","1,762.00 ",513.00 ,"3,100.00 ",976.00 ,"1,850.00 ",910.00 ,"42,604.00 ","140,113.00 ","5,808.00 ","46,104.00 ","37,225.00 ","116,848.00 ","12,994.00 ","4,515.00 ","69,098.00 ","38,370.00 ",0.00 ,0.00 ,"25,172.60 ","4,088.50 ","1,764.90 ",0.00 ,"1,495.23 ","4,048.30 ",300.20 
