Source,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
Update,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27,2024-09-27
2020-02,93.00 ,55.00 ,240.00 ,163.00 ,279.00 ,181.00 ,62.00 ,78.00 ,99.00 ,324.00 ,198.00 ,137.00 ,129.00 ,84.00 ,402.00 ,202.00 ,104.00 ,133.00 ,291.00 ,121.00 ,20.00 ,67.00 ,178.00 ,107.00 ,105.00 ,6.00 ,116.00 ,99.00 ,58.00 ,77.00 ,191.00 
2020-03,85.00 ,66.00 ,293.00 ,183.00 ,306.00 ,199.00 ,66.00 ,83.00 ,115.00 ,481.00 ,366.00 ,177.00 ,174.00 ,118.00 ,484.00 ,251.00 ,122.00 ,132.00 ,483.00 ,140.00 ,25.00 ,86.00 ,191.00 ,131.00 ,147.00 ,6.00 ,137.00 ,104.00 ,57.00 ,85.00 ,202.00 
2020-04,69.00 ,64.00 ,297.00 ,183.00 ,308.00 ,188.00 ,62.00 ,81.00 ,108.00 ,477.00 ,372.00 ,176.00 ,187.00 ,120.00 ,501.00 ,250.00 ,152.00 ,142.00 ,500.00 ,149.00 ,27.00 ,88.00 ,213.00 ,124.00 ,152.00 ,7.00 ,129.00 ,109.00 ,59.00 ,81.00 ,196.00 
2020-05,75.00 ,65.00 ,310.00 ,183.00 ,318.00 ,187.00 ,61.00 ,79.00 ,117.00 ,502.00 ,387.00 ,192.00 ,202.00 ,131.00 ,515.00 ,275.00 ,173.00 ,140.00 ,629.00 ,175.00 ,35.00 ,92.00 ,222.00 ,130.00 ,155.00 ,6.00 ,131.00 ,110.00 ,58.00 ,79.00 ,192.00 
2020-06,94.00 ,72.00 ,342.00 ,189.00 ,319.00 ,187.00 ,61.00 ,75.00 ,134.00 ,540.00 ,435.00 ,204.00 ,235.00 ,142.00 ,541.00 ,301.00 ,188.00 ,162.00 ,679.00 ,176.00 ,36.00 ,98.00 ,245.00 ,132.00 ,162.00 ,7.00 ,135.00 ,113.00 ,59.00 ,80.00 ,208.00 
2020-07,102.00 ,82.00 ,349.00 ,197.00 ,341.00 ,208.00 ,69.00 ,83.00 ,153.00 ,579.00 ,484.00 ,210.00 ,265.00 ,161.00 ,556.00 ,312.00 ,199.00 ,172.00 ,786.00 ,194.00 ,38.00 ,111.00 ,259.00 ,116.00 ,172.00 ,6.00 ,147.00 ,118.00 ,60.00 ,89.00 ,206.00 
2020-08,106.00 ,85.00 ,362.00 ,199.00 ,338.00 ,208.00 ,65.00 ,81.00 ,188.00 ,703.00 ,546.00 ,267.00 ,259.00 ,174.00 ,608.00 ,348.00 ,246.00 ,200.00 ,726.00 ,190.00 ,34.00 ,139.00 ,276.00 ,126.00 ,185.00 ,7.00 ,156.00 ,119.00 ,62.00 ,92.00 ,201.00 
2020-09,85.00 ,72.00 ,326.00 ,192.00 ,317.00 ,192.00 ,62.00 ,76.00 ,138.00 ,568.00 ,441.00 ,212.00 ,228.00 ,138.00 ,551.00 ,291.00 ,190.00 ,178.00 ,694.00 ,181.00 ,34.00 ,101.00 ,270.00 ,124.00 ,185.00 ,7.00 ,143.00 ,110.00 ,64.00 ,89.00 ,194.00 
2020-10,79.00 ,69.00 ,325.00 ,199.00 ,333.00 ,202.00 ,67.00 ,86.00 ,118.00 ,524.00 ,415.00 ,197.00 ,215.00 ,133.00 ,540.00 ,266.00 ,175.00 ,141.00 ,586.00 ,170.00 ,29.00 ,99.00 ,248.00 ,129.00 ,198.00 ,7.00 ,147.00 ,117.00 ,62.00 ,91.00 ,204.00 
2020-11,101.00 ,77.00 ,356.00 ,212.00 ,345.00 ,218.00 ,74.00 ,96.00 ,120.00 ,544.00 ,419.00 ,205.00 ,206.00 ,138.00 ,566.00 ,276.00 ,185.00 ,163.00 ,576.00 ,178.00 ,28.00 ,98.00 ,256.00 ,141.00 ,195.00 ,9.00 ,174.00 ,127.00 ,69.00 ,95.00 ,219.00 
2020-12,134.00 ,93.00 ,408.00 ,240.00 ,361.00 ,242.00 ,82.00 ,102.00 ,154.00 ,644.00 ,464.00 ,248.00 ,222.00 ,168.00 ,"1,169.00 ",322.00 ,225.00 ,206.00 ,593.00 ,200.00 ,29.00 ,114.00 ,276.00 ,185.00 ,205.00 ,8.00 ,172.00 ,133.00 ,69.00 ,96.00 ,775.00 
2021-01,137.00 ,93.00 ,390.00 ,243.00 ,366.00 ,242.00 ,81.00 ,104.00 ,163.00 ,645.00 ,466.00 ,250.00 ,220.00 ,159.00 ,671.00 ,351.00 ,219.00 ,190.00 ,575.00 ,190.00 ,29.00 ,123.00 ,290.00 ,171.00 ,225.00 ,10.00 ,192.00 ,130.00 ,74.00 ,101.00 ,227.00 
2021-02,98.00 ,73.00 ,281.00 ,186.00 ,317.00 ,193.00 ,66.00 ,85.00 ,113.00 ,418.00 ,256.00 ,169.00 ,149.00 ,105.00 ,500.00 ,242.00 ,148.00 ,145.00 ,356.00 ,142.00 ,24.00 ,83.00 ,225.00 ,124.00 ,136.00 ,7.00 ,140.00 ,106.00 ,69.00 ,88.00 ,220.00 
2021-03,100.00 ,83.00 ,358.00 ,216.00 ,314.00 ,223.00 ,72.00 ,91.00 ,136.00 ,584.00 ,447.00 ,215.00 ,215.00 ,150.00 ,623.00 ,292.00 ,194.00 ,164.00 ,596.00 ,180.00 ,30.00 ,100.00 ,228.00 ,149.00 ,183.00 ,8.00 ,161.00 ,125.00 ,67.00 ,97.00 ,229.00 
2021-04,77.00 ,72.00 ,338.00 ,203.00 ,316.00 ,201.00 ,66.00 ,86.00 ,120.00 ,549.00 ,434.00 ,198.00 ,217.00 ,139.00 ,590.00 ,270.00 ,183.00 ,160.00 ,613.00 ,171.00 ,32.00 ,97.00 ,248.00 ,138.00 ,180.00 ,9.00 ,147.00 ,121.00 ,71.00 ,97.00 ,221.00 
2021-05,83.00 ,75.00 ,342.00 ,208.00 ,335.00 ,208.00 ,67.00 ,87.00 ,128.00 ,570.00 ,453.00 ,207.00 ,246.00 ,146.00 ,595.00 ,286.00 ,192.00 ,158.00 ,762.00 ,195.00 ,41.00 ,102.00 ,251.00 ,141.00 ,170.00 ,8.00 ,152.00 ,123.00 ,71.00 ,99.00 ,225.00 
2021-06,97.00 ,79.00 ,354.00 ,207.00 ,323.00 ,206.00 ,62.00 ,84.00 ,143.00 ,619.00 ,478.00 ,236.00 ,254.00 ,162.00 ,612.00 ,344.00 ,219.00 ,184.00 ,741.00 ,201.00 ,39.00 ,113.00 ,270.00 ,146.00 ,178.00 ,8.00 ,167.00 ,125.00 ,66.00 ,98.00 ,220.00 
2021-07,115.00 ,93.00 ,386.00 ,218.00 ,338.00 ,227.00 ,71.00 ,91.00 ,182.00 ,704.00 ,563.00 ,262.00 ,294.00 ,186.00 ,674.00 ,356.00 ,247.00 ,213.00 ,823.00 ,216.00 ,40.00 ,134.00 ,309.00 ,138.00 ,161.00 ,7.00 ,181.00 ,128.00 ,70.00 ,101.00 ,232.00 
2021-08,109.00 ,87.00 ,376.00 ,224.00 ,329.00 ,218.00 ,65.00 ,86.00 ,183.00 ,691.00 ,562.00 ,262.00 ,280.00 ,180.00 ,658.00 ,326.00 ,234.00 ,204.00 ,786.00 ,207.00 ,39.00 ,134.00 ,321.00 ,144.00 ,182.00 ,7.00 ,174.00 ,128.00 ,71.00 ,104.00 ,235.00 
2021-09,91.00 ,75.00 ,343.00 ,203.00 ,300.00 ,199.00 ,61.00 ,81.00 ,161.00 ,579.00 ,512.00 ,237.00 ,273.00 ,175.00 ,582.00 ,287.00 ,224.00 ,193.00 ,772.00 ,194.00 ,35.00 ,119.00 ,279.00 ,137.00 ,179.00 ,8.00 ,143.00 ,118.00 ,76.00 ,94.00 ,217.00 
2021-10,87.00 ,74.00 ,336.00 ,217.00 ,326.00 ,197.00 ,69.00 ,92.00 ,138.00 ,545.00 ,430.00 ,220.00 ,235.00 ,153.00 ,581.00 ,282.00 ,201.00 ,174.00 ,644.00 ,179.00 ,33.00 ,116.00 ,283.00 ,137.00 ,176.00 ,8.00 ,150.00 ,127.00 ,70.00 ,89.00 ,234.00 
2021-11,110.00 ,84.00 ,370.00 ,230.00 ,335.00 ,219.00 ,76.00 ,96.00 ,129.00 ,565.00 ,437.00 ,215.00 ,221.00 ,146.00 ,623.00 ,283.00 ,192.00 ,164.00 ,591.00 ,173.00 ,32.00 ,108.00 ,286.00 ,150.00 ,173.00 ,10.00 ,167.00 ,131.00 ,78.00 ,94.00 ,230.00 
2021-12,130.00 ,95.00 ,418.00 ,252.00 ,358.00 ,244.00 ,86.00 ,106.00 ,154.00 ,632.00 ,476.00 ,243.00 ,233.00 ,163.00 ,676.00 ,328.00 ,220.00 ,205.00 ,607.00 ,188.00 ,31.00 ,113.00 ,285.00 ,170.00 ,197.00 ,12.00 ,194.00 ,134.00 ,75.00 ,96.00 ,"1,037.00 "
2022-01,136.00 ,89.00 ,405.00 ,252.00 ,361.00 ,242.00 ,86.00 ,111.00 ,158.00 ,617.00 ,431.00 ,255.00 ,209.00 ,160.00 ,660.00 ,350.00 ,225.00 ,194.00 ,506.00 ,177.00 ,31.00 ,114.00 ,286.00 ,172.00 ,211.00 ,11.00 ,200.00 ,128.00 ,77.00 ,96.00 ,284.00 
2022-02,112.00 ,75.00 ,315.00 ,210.00 ,318.00 ,203.00 ,74.00 ,93.00 ,140.00 ,530.00 ,376.00 ,225.00 ,185.00 ,149.00 ,551.00 ,287.00 ,197.00 ,162.00 ,453.00 ,160.00 ,28.00 ,100.00 ,264.00 ,147.00 ,135.00 ,10.00 ,188.00 ,114.00 ,69.00 ,96.00 ,269.00 
2022-03,105.00 ,82.00 ,357.00 ,227.00 ,345.00 ,222.00 ,71.00 ,98.00 ,128.00 ,585.00 ,475.00 ,228.00 ,228.00 ,157.00 ,631.00 ,298.00 ,204.00 ,191.00 ,619.00 ,170.00 ,33.00 ,108.00 ,251.00 ,147.00 ,200.00 ,9.00 ,197.00 ,123.00 ,78.00 ,108.00 ,271.00 
2022-04,80.00 ,70.00 ,314.00 ,210.00 ,325.00 ,186.00 ,58.00 ,88.00 ,93.00 ,488.00 ,431.00 ,201.00 ,221.00 ,145.00 ,569.00 ,273.00 ,189.00 ,157.00 ,612.00 ,169.00 ,32.00 ,98.00 ,268.00 ,138.00 ,188.00 ,10.00 ,176.00 ,119.00 ,75.00 ,103.00 ,279.00 
2022-05,83.00 ,75.00 ,349.00 ,220.00 ,344.00 ,200.00 ,65.00 ,88.00 ,103.00 ,547.00 ,438.00 ,219.00 ,231.00 ,147.00 ,606.00 ,290.00 ,199.00 ,157.00 ,646.00 ,173.00 ,35.00 ,103.00 ,267.00 ,141.00 ,197.00 ,9.00 ,182.00 ,124.00 ,77.00 ,113.00 ,288.00 
2022-06,101.00 ,83.00 ,381.00 ,227.00 ,340.00 ,201.00 ,63.00 ,87.00 ,147.00 ,651.00 ,485.00 ,262.00 ,254.00 ,161.00 ,658.00 ,395.00 ,234.00 ,189.00 ,720.00 ,201.00 ,41.00 ,117.00 ,296.00 ,136.00 ,198.00 ,9.00 ,204.00 ,126.00 ,75.00 ,108.00 ,301.00 
2022-07,121.00 ,95.00 ,396.00 ,231.00 ,356.00 ,217.00 ,70.00 ,93.00 ,201.00 ,770.00 ,625.00 ,309.00 ,299.00 ,202.00 ,668.00 ,387.00 ,278.00 ,230.00 ,833.00 ,209.00 ,42.00 ,157.00 ,345.00 ,141.00 ,203.00 ,9.00 ,212.00 ,127.00 ,77.00 ,108.00 ,313.00 
2022-08,118.00 ,93.00 ,392.00 ,233.00 ,356.00 ,213.00 ,68.00 ,89.00 ,209.00 ,800.00 ,628.00 ,329.00 ,307.00 ,214.00 ,714.00 ,423.00 ,299.00 ,248.00 ,800.00 ,207.00 ,36.00 ,171.00 ,365.00 ,145.00 ,224.00 ,10.00 ,227.00 ,126.00 ,75.00 ,104.00 ,296.00 
2022-09,94.00 ,78.00 ,346.00 ,214.00 ,344.00 ,194.00 ,64.00 ,84.00 ,145.00 ,598.00 ,483.00 ,236.00 ,267.00 ,162.00 ,609.00 ,306.00 ,210.00 ,180.00 ,784.00 ,210.00 ,36.00 ,110.00 ,266.00 ,126.00 ,213.00 ,8.00 ,176.00 ,119.00 ,74.00 ,96.00 ,257.00 
2022-10,89.00 ,74.00 ,330.00 ,212.00 ,360.00 ,207.00 ,71.00 ,96.00 ,130.00 ,578.00 ,464.00 ,232.00 ,242.00 ,158.00 ,591.00 ,277.00 ,196.00 ,166.00 ,665.00 ,182.00 ,34.00 ,106.00 ,267.00 ,135.00 ,204.00 ,9.00 ,187.00 ,126.00 ,82.00 ,101.00 ,261.00 
2022-11,104.00 ,81.00 ,338.00 ,221.00 ,360.00 ,220.00 ,76.00 ,101.00 ,128.00 ,573.00 ,449.00 ,225.00 ,224.00 ,152.00 ,612.00 ,275.00 ,189.00 ,158.00 ,615.00 ,173.00 ,34.00 ,98.00 ,279.00 ,143.00 ,190.00 ,11.00 ,198.00 ,130.00 ,80.00 ,102.00 ,285.00 
2022-12,137.00 ,96.00 ,421.00 ,263.00 ,391.00 ,245.00 ,86.00 ,112.00 ,165.00 ,662.00 ,513.00 ,271.00 ,233.00 ,176.00 ,690.00 ,348.00 ,229.00 ,203.00 ,617.00 ,186.00 ,34.00 ,121.00 ,292.00 ,173.00 ,211.00 ,13.00 ,231.00 ,139.00 ,83.00 ,116.00 ,330.00 
2023-03,103.00 ,84.00 ,383.00 ,248.00 ,392.00 ,230.00 ,79.00 ,102.00 ,141.00 ,625.00 ,506.00 ,249.00 ,243.00 ,160.00 ,652.00 ,312.00 ,212.00 ,180.00 ,655.00 ,196.00 ,37.00 ,110.00 ,268.00 ,148.00 ,187.00 ,12.00 ,200.00 ,140.00 ,87.00 ,120.00 ,308.00 
2023-04,85.00 ,74.00 ,348.00 ,224.00 ,376.00 ,205.00 ,72.00 ,95.00 ,127.00 ,579.00 ,467.00 ,233.00 ,235.00 ,147.00 ,614.00 ,291.00 ,198.00 ,162.00 ,637.00 ,189.00 ,39.00 ,106.00 ,286.00 ,131.00 ,175.00 ,11.00 ,182.00 ,131.00 ,82.00 ,110.00 ,291.00 
2023-05,93.00 ,77.00 ,352.00 ,218.00 ,388.00 ,203.00 ,72.00 ,93.00 ,136.00 ,611.00 ,488.00 ,245.00 ,253.00 ,159.00 ,621.00 ,302.00 ,206.00 ,174.00 ,740.00 ,203.00 ,45.00 ,113.00 ,296.00 ,137.00 ,184.00 ,10.00 ,182.00 ,131.00 ,84.00 ,105.00 ,302.00 
2023-06,118.00 ,90.00 ,402.00 ,224.00 ,393.00 ,207.00 ,71.00 ,88.00 ,152.00 ,650.00 ,533.00 ,268.00 ,285.00 ,170.00 ,666.00 ,344.00 ,223.00 ,190.00 ,822.00 ,217.00 ,45.00 ,120.00 ,310.00 ,138.00 ,194.00 ,10.00 ,196.00 ,130.00 ,79.00 ,108.00 ,306.00 
2023-07,134.00 ,102.00 ,448.00 ,248.00 ,416.00 ,227.00 ,73.00 ,90.00 ,201.00 ,783.00 ,655.00 ,324.00 ,314.00 ,207.00 ,744.00 ,427.00 ,279.00 ,247.00 ,902.00 ,241.00 ,48.00 ,147.00 ,363.00 ,154.00 ,215.00 ,10.00 ,224.00 ,138.00 ,83.00 ,117.00 ,325.00 
2023-08,128.00 ,100.00 ,432.00 ,248.00 ,420.00 ,227.00 ,73.00 ,91.00 ,200.00 ,800.00 ,636.00 ,331.00 ,311.00 ,201.00 ,743.00 ,418.00 ,289.00 ,233.00 ,890.00 ,226.00 ,47.00 ,155.00 ,365.00 ,155.00 ,231.00 ,10.00 ,224.00 ,141.00 ,83.00 ,123.00 ,333.00 
2023-09,101.00 ,85.00 ,373.00 ,224.00 ,398.00 ,207.00 ,68.00 ,88.00 ,164.00 ,673.00 ,558.00 ,267.00 ,287.00 ,177.00 ,659.00 ,331.00 ,230.00 ,187.00 ,790.00 ,211.00 ,42.00 ,132.00 ,324.00 ,148.00 ,246.00 ,10.00 ,194.00 ,130.00 ,83.00 ,116.00 ,308.00 
2023-10,87.00 ,76.00 ,363.00 ,231.00 ,414.00 ,209.00 ,74.00 ,99.00 ,136.00 ,616.00 ,497.00 ,250.00 ,260.00 ,162.00 ,632.00 ,301.00 ,209.00 ,166.00 ,723.00 ,207.00 ,41.00 ,109.00 ,303.00 ,147.00 ,240.00 ,11.00 ,190.00 ,139.00 ,90.00 ,119.00 ,320.00 
2023-11,115.60 ,87.74 ,410.52 ,250.01 ,422.47 ,233.70 ,84.98 ,107.57 ,137.71 ,629.07 ,497.02 ,257.81 ,249.15 ,162.58 ,660.84 ,318.52 ,211.25 ,171.59 ,681.72 ,196.36 ,38.28 ,111.07 ,302.63 ,150.68 ,217.59 ,13.67 ,210.93 ,148.51 ,88.74 ,121.54 ,340.52 
2023-12,149.49 ,105.32 ,480.12 ,283.15 ,453.00 ,264.57 ,96.38 ,120.55 ,168.42 ,732.10 ,571.16 ,306.51 ,261.06 ,186.37 ,732.33 ,386.74 ,244.51 ,207.59 ,694.97 ,212.85 ,38.35 ,128.05 ,325.47 ,177.25 ,222.22 ,14.75 ,241.05 ,151.98 ,92.99 ,125.15 ,388.41 
2024-03,107.00 ,88.00 ,408.00 ,245.00 ,438.00 ,236.00 ,85.00 ,105.00 ,151.00 ,675.00 ,540.00 ,275.00 ,261.00 ,170.00 ,675.00 ,332.00 ,221.00 ,189.00 ,719.00 ,204.00 ,40.00 ,116.00 ,306.00 ,159.00 ,217.00 ,13.00 ,208.00 ,148.00 ,95.00 ,115.00 ,358.00 
2024-04,87.00 ,77.00 ,372.00 ,222.00 ,407.00 ,205.00 ,71.00 ,95.00 ,132.00 ,620.00 ,509.00 ,253.00 ,259.00 ,160.00 ,632.00 ,303.00 ,207.00 ,161.00 ,732.00 ,202.00 ,47.00 ,111.00 ,292.00 ,141.00 ,211.00 ,13.00 ,186.00 ,136.00 ,89.00 ,109.00 ,331.00 
2024-05,96.00 ,80.00 ,384.00 ,231.00 ,427.00 ,210.00 ,71.00 ,92.00 ,138.00 ,651.00 ,525.00 ,277.00 ,269.00 ,169.00 ,664.00 ,336.00 ,227.00 ,173.00 ,753.00 ,210.00 ,46.00 ,122.00 ,325.00 ,147.00 ,227.00 ,12.00 ,199.00 ,143.00 ,90.00 ,114.00 ,344.00 
2024-06,119.00 ,93.00 ,430.00 ,240.00 ,424.00 ,213.00 ,69.00 ,88.00 ,150.00 ,688.00 ,539.00 ,301.00 ,292.00 ,174.00 ,710.00 ,396.00 ,241.00 ,182.00 ,833.00 ,217.00 ,48.00 ,124.00 ,332.00 ,150.00 ,236.00 ,11.00 ,217.00 ,142.00 ,83.00 ,115.00 ,346.00 
2024-07,138.00 ,103.00 ,451.00 ,254.00 ,448.00 ,231.00 ,76.00 ,98.00 ,219.00 ,860.00 ,719.00 ,360.00 ,342.00 ,226.00 ,748.00 ,416.00 ,305.00 ,255.00 ,961.00 ,239.00 ,49.00 ,165.00 ,371.00 ,163.00 ,243.00 ,11.00 ,230.00 ,151.00 ,84.00 ,120.00 ,362.00 
2024-08,134.00 ,103.00 ,452.00 ,246.00 ,427.00 ,239.00 ,77.00 ,95.00 ,232.00 ,911.00 ,740.00 ,385.00 ,334.00 ,222.00 ,808.00 ,457.00 ,327.00 ,249.00 ,935.00 ,235.00 ,52.00 ,185.00 ,431.00 ,167.00 ,254.00 ,12.00 ,245.00 ,148.00 ,83.00 ,113.00 ,353.00 
