station_code,station_name,ProvinceZH,CityZH,Lon,Lat,对照点,Fenwei,Province,CityEN,designation,YRD,PRD,keyregion,GADM_ID_2,CityID,CityGADM,NAME_2,keyregion2018
3131A,烟厂,河北,张家口,114.8792,40.7903,N,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
3129A,平安高铁新区,青海,海东,102.0306,36.5067,N,FALSE,Qinghai,Haidong,none,FALSE,FALSE,none,230,177,230,Haidong,
3125A,娄家坡,贵州,安顺,105.8983,26.2481,N,FALSE,Guizhou,Anshun,none,FALSE,FALSE,none,78,64,78,Anshun,
3124A,金钟山,贵州,安顺,105.9439,26.2564,N,FALSE,Guizhou,Anshun,none,FALSE,FALSE,none,78,64,78,Anshun,
3123A,凤凰山,贵州,安顺,105.9408,26.2431,N,FALSE,Guizhou,Anshun,none,FALSE,FALSE,none,78,64,78,Anshun,
3039A,第一小学,河南,三门峡,111.19,34.7822,N,TRUE,Henan,Sanmenxia,neighbor2,FALSE,FALSE,Fenwei,124,18,124,Sanmenxia,Fenwei
3122A,伍家关(对照点),贵州,安顺,105.9606,26.2611,Y,FALSE,Guizhou,Anshun,none,FALSE,FALSE,none,78,64,78,Anshun,
3064A,莱芜战役纪念馆,山东,济南,117.6983,36.2211,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
3059A,泰兴公司,山东,济南,117.7181,36.2092,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
3058A,银河街,内蒙古,赤峰,119.2654,42.0352,N,FALSE,Nei Mongol,Chifeng,none,FALSE,FALSE,none,212,324,212,Chifeng,
3057A,牟平检察院,山东,烟台,121.5992,37.4014,N,FALSE,Shandong,Yantai,neighbor2,FALSE,FALSE,none,259,251,259,Yantai,
3055A,城北区政府,青海,西宁,101.7775,36.6428,N,FALSE,Qinghai,Xining,none,FALSE,FALSE,none,234,306,234,Xining,
3054A,市委党校,河南,新乡,113.5922,35.28385,N,FALSE,Henan,Xinxiang,26+2,FALSE,FALSE,none,126,135,126,Xinxiang,2+26
3051A,西四道,天津,天津,117.3916,39.1495,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
3048A,九龙,福建,福州,119.58,26.0931,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
3046A,机电学校,江西,南昌,115.9083,28.6064,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
3066A,九衢泉纯净水厂,山东,德州,116.2714,37.4372,N,FALSE,Shandong,Dezhou,26+2,FALSE,FALSE,none,246,117,246,Dezhou,2+26
3000A,德源药业(直管站),江苏,连云港,119.3581,34.6972,N,FALSE,Jiangsu,Lianyungang,neighbor2,FALSE,FALSE,none,165,275,165,Lianyungang,
2999A,矿山设计院,江苏,连云港,119.1478,34.5911,Y,FALSE,Jiangsu,Lianyungang,neighbor2,FALSE,FALSE,none,165,275,165,Lianyungang,
2998A,胡沟管理处,江苏,连云港,119.3608,34.7519,Y,FALSE,Jiangsu,Lianyungang,neighbor2,FALSE,FALSE,none,165,275,165,Lianyungang,
2880A,大石西路,四川,成都,104.0238889,30.65638889,N,FALSE,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,
2878A,聊大东校,山东,聊城,116.0072,36.4343,N,FALSE,Shandong,Liaocheng,26+2,FALSE,FALSE,none,252,344,252,Liaocheng,2+26
2877A,坊子邮政,山东,潍坊,119.1638,36.6525,N,FALSE,Shandong,Weifang,neighbor1,FALSE,FALSE,none,257,200,257,Weifang,
2876A,幼特教师范,山东,潍坊,119.0841,36.7339,N,FALSE,Shandong,Weifang,neighbor1,FALSE,FALSE,none,257,200,257,Weifang,
2875A,阜阳职业技术学院,安徽,阜阳,115.7838889,32.88922222,N,FALSE,Anhui,Fuyang,neighbor2,FALSE,FALSE,none,7,285,7,Fuyang,
2874A,益益乳业工业园(停运200626),安徽,淮南,117.0412,32.646,Y,FALSE,Anhui,Huainan,neighbor2,FALSE,FALSE,none,10,188,10,Huainan,
2873A,仁皇山新区,浙江,湖州,120.0875,30.89556,N,FALSE,Zhejiang,Huzhou,none,TRUE,FALSE,YRD,336,201,336,Huzhou,YRD
2872A,南湖区残联,浙江,嘉兴,120.7844444,30.7525,N,FALSE,Zhejiang,Jiaxing,none,TRUE,FALSE,YRD,337,33,337,Jiaxing,YRD
2871A,万里国际学校,浙江,宁波,121.6147,29.90167,N,FALSE,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,YRD
2870A,市疾控中心,江苏,镇江,119.4369444,32.18888889,N,FALSE,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,YRD
2868A,九站,吉林,吉林,126.4738889,43.95305556,N,FALSE,Jilin,Jilin,none,FALSE,FALSE,none,190,100,190,Jilin,
2867A,马茂庄小学,山西,吕梁,111.1283333,37.51,N,TRUE,Shanxi,Luliang,neighbor1,FALSE,FALSE,Fenwei,268,98,268,Luliang,Fenwei
2866A,外滩首府(停运200901),山西,运城,111.0522,35.0439,Y,TRUE,Shanxi,Yuncheng,neighbor1,FALSE,FALSE,Fenwei,273,273,273,Yuncheng,Fenwei
2865A,榆次三中,山西,晋中,112.7194444,37.68277778,N,TRUE,Shanxi,Jinzhong,neighbor1,FALSE,FALSE,Fenwei,266,221,266,Jinzhong,Fenwei
2862A,22中南校区,河北,石家庄,114.5481,38.03778,N,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
2860A,宾水西道,天津,天津,117.1589,39.0845,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
2859A,津沽路,天津,天津,117.3747,38.9846,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
2858A,河西一经路,天津,天津,117.7918,39.2474,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
2845A,德盛苑,山西,长治,113.1569,36.1912,N,FALSE,Shanxi,Changzhi,26+2,FALSE,FALSE,none,263,332,263,Changzhi,2+26
2869A,五台山医院,江苏,扬州,119.458,32.41361,N,FALSE,Jiangsu,Yangzhou,neighbor2,TRUE,FALSE,YRD,174,191,174,Yangzhou,YRD
2882A,玉溪一中,云南,玉溪,102.5389,24.3702,N,FALSE,Yunnan,Yuxi,none,FALSE,FALSE,none,333,262,333,Yuxi,
2883A,文体中心,云南,玉溪,102.5381,24.339,N,FALSE,Yunnan,Yuxi,none,FALSE,FALSE,none,333,262,333,Yuxi,
2884A,酒钢宾馆,甘肃,嘉峪关,98.26722222,39.79777778,N,FALSE,Gansu,Jiayuguan,none,FALSE,FALSE,none,32,34,32,Jiayuguan,
2997A,王营,江苏,泰州,119.8767,32.3292,N,FALSE,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,YRD
2996A,市供电局,江苏,宿迁,118.283,33.965,N,FALSE,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,
2994A,武警支队,浙江,金华,119.6533,29.1128,N,FALSE,Zhejiang,Jinhua,none,TRUE,FALSE,YRD,338,327,338,Jinhua,YRD
2929A,红卫路,湖北,黄冈,114.8858,30.4519,N,FALSE,Hubei,Huanggang,none,FALSE,FALSE,none,133,316,133,Ezhou,
2926A,文昌北街,宁夏,银川,106.1024,38.49494,N,FALSE,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,
2925A,上海东路,宁夏,银川,106.2739,38.4841,N,FALSE,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,
2924A,水乡路,宁夏,银川,106.2275,38.44139,N,FALSE,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,
2923A,供排水公司(停运200102),山西,大同,113.2803,40.1114,Y,FALSE,Shanxi,Datong,neighbor1,FALSE,FALSE,none,264,47,264,Datong,
2922A,大理道,天津,天津,117.1941,39.1067,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
2921A,树下王站,浙江,绍兴,120.7789,30.0033,N,FALSE,Zhejiang,Shaoxing,none,TRUE,FALSE,YRD,342,247,342,Shaoxing,YRD
2920A,蓝田镇,福建,漳州,117.7116,24.506,N,FALSE,Fujian,Zhangzhou,none,FALSE,FALSE,none,28,198,28,Zhangzhou,
2919A,河北工业大学,河北,廊坊,116.7022,39.5453,N,FALSE,Hebei,Langfang,26+2,FALSE,FALSE,Jingjinji,95,58,95,Langfang,2+26
2916A,老干部局(停运190815),安徽,池州,117.49,30.66,Y,FALSE,Anhui,Chizhou,none,TRUE,FALSE,YRD,5,168,5,Chizhou,YRD
2915A,职业中学,四川,巴中,106.7619444,31.85805556,N,FALSE,Sichuan,Bazhong,none,FALSE,FALSE,none,274,74,274,Bazhong,
2914A,苏山坪,四川,巴中,106.7513889,31.87888889,Y,FALSE,Sichuan,Bazhong,none,FALSE,FALSE,none,274,74,274,Bazhong,
2907A,吴兴区站,浙江,湖州,120.1844,30.8596,N,FALSE,Zhejiang,Huzhou,none,TRUE,FALSE,YRD,336,201,336,Huzhou,YRD
2902A,北辰小学,四川,广安,106.6351,30.4865,N,FALSE,Sichuan,Guang'an,none,FALSE,FALSE,none,279,120,279,Guang'an,
2900A,裕农路,辽宁,沈阳,123.5953,41.9086,N,FALSE,Liaoning,Shenyang,none,FALSE,FALSE,none,207,205,207,Shenyang,
2897A,沈辽西路,辽宁,沈阳,123.2444,41.7347,N,FALSE,Liaoning,Shenyang,none,FALSE,FALSE,none,207,205,207,Shenyang,
2894A,经开区消防队,安徽,淮南,117.0566,32.6531,N,FALSE,Anhui,Huainan,neighbor2,FALSE,FALSE,none,10,188,10,Huainan,
2885A,滨江中学,甘肃,陇南,104.9338889,33.38256667,N,FALSE,Gansu,Longnan,none,FALSE,FALSE,none,37,361,37,Longnan,
2842A,湖里中学,福建,厦门,118.0936,24.5058,N,FALSE,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,
3137A,市委党校,四川,眉山,103.8578,30.0744,N,FALSE,Sichuan,Meishan,none,FALSE,FALSE,none,284,253,284,Meishan,
3139A,鼎城区玉霞,湖南,常德,111.6892,28.9881,N,FALSE,Hunan,Changde,none,FALSE,FALSE,none,149,14,149,Changde,
3662A,富区青少年活动中心,黑龙江,齐齐哈尔,123.6333,47.2075,N,FALSE,Heilongjiang,Qiqihar,none,FALSE,FALSE,none,109,345,109,Qiqihar,
3646A,胜利站(微调200218),山东,东营,118.498,37.4623,Y,FALSE,Shandong,Dongying,neighbor1,FALSE,FALSE,none,247,25,247,Dongying,
3645A,东风化工厂,山东,淄博,118.025,36.8406,N,FALSE,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,2+26
3644A,三金集团(微调200117),山东,淄博,117.866,36.805,Y,FALSE,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,2+26
3643A,李沧区北部,山东,青岛,120.395,36.1805,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
3642A,市北区南部(微调200110),山东,青岛,120.345,36.0736,Y,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
3637A,人民广场,黑龙江,七台河,131.014,45.77,N,FALSE,Heilongjiang,Qitaihe,none,FALSE,FALSE,none,110,24,110,Qitaihe,
3631A,高新区（并行145）,河北,石家庄,114.606,38.0266,Y,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
3574A,井陉矿区区委大楼(145),河北,石家庄,,,Y,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
3667A,水利职院,山西,运城,111.1114,35.5833,Y,TRUE,Shanxi,Yuncheng,neighbor1,FALSE,FALSE,Fenwei,273,273,273,Yuncheng,Fenwei
3573A,藁城区环保局(145),河北,石家庄,,,Y,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
3504A,山东第一医科大学(145),山东,泰安,,,Y,FALSE,Shandong,Tai'an,neighbor1,FALSE,FALSE,none,256,210,256,Tai'an,
3503A,交通技校(新增200401),山东,泰安,117.0313,36.2018,Y,FALSE,Shandong,Tai'an,neighbor1,FALSE,FALSE,none,256,210,256,Tai'an,
3502A,国网新校(新增200401),山东,泰安,117.1812,36.2275,Y,FALSE,Shandong,Tai'an,neighbor1,FALSE,FALSE,none,256,210,256,Tai'an,
3498A,河口城区(新增191224),山东,东营,,,Y,FALSE,Shandong,Dongying,neighbor1,FALSE,FALSE,none,247,25,247,Dongying,
3495A,锦屏中学(新增200108),山东,济南,,,Y,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
3494A,济阳区政府(新增191219),山东,济南,,,Y,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
3486A,植物园(145),吉林,四平,,,Y,FALSE,Jilin,Siping,none,FALSE,FALSE,none,192,44,192,Siping,
3456A,鹿泉一中(新增200111),河北,石家庄,,,Y,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
3427A,六合雄州(145),江苏,南京,,,Y,FALSE,Jiangsu,Nanjing,neighbor2,TRUE,FALSE,YRD,166,90,166,Nanjing,YRD
3572A,栾城区环保局(145),河北,石家庄,,,Y,FALSE,Hebei,Shijiazhuang,26+2,FALSE,FALSE,Jingjinji,97,259,97,Shijiazhuang,2+26
3424A,高淳老职中(145),江苏,南京,,,Y,FALSE,Jiangsu,Nanjing,neighbor2,TRUE,FALSE,YRD,166,90,166,Nanjing,YRD
3668A,城南,山西,临汾,111.5036,36.0414,N,TRUE,Shanxi,Linfen,neighbor1,FALSE,FALSE,Fenwei,267,10,267,Linfen,Fenwei
3676A,第二人民医院,山西,大同,113.2802,40.0995,N,FALSE,Shanxi,Datong,neighbor1,FALSE,FALSE,none,264,47,264,Datong,
3715A,蚌埠田家炳中学,安徽,蚌埠,117.3092,32.9314,N,FALSE,Anhui,Bengbu,neighbor2,FALSE,FALSE,none,2,360,2,Bengbu,
3713A,世纪城,吉林,四平,124.3285,43.1726,N,FALSE,Jilin,Siping,none,FALSE,FALSE,none,192,44,192,Siping,
3710A,白沙活动中心,浙江,宁波,121.5594,29.8975,N,FALSE,Zhejiang,Ningbo,none,TRUE,FALSE,YRD,340,67,340,Ningbo,YRD
3709A,市政设施管理处,黑龙江,鸡西,130.99,45.3044,N,FALSE,Heilongjiang,Jixi,none,FALSE,FALSE,none,107,272,107,Jixi,
3708A,东方明珠社区,内蒙古,通辽,122.2922,43.6189,N,FALSE,Nei Mongol,Tongliao,none,FALSE,FALSE,none,216,310,216,Tongliao,
3707A,欧美日汽修厂,黑龙江,鸡西,131.0147,45.3011,N,FALSE,Heilongjiang,Jixi,none,FALSE,FALSE,none,107,272,107,Jixi,
3706A,老干部活动中心,内蒙古,通辽,122.2584,43.6333,N,FALSE,Nei Mongol,Tongliao,none,FALSE,FALSE,none,216,310,216,Tongliao,
3703A,安钢职工学校,河南,安阳,114.2917,36.095,N,FALSE,Henan,Anyang,26+2,FALSE,FALSE,none,114,65,114,Anyang,2+26
3701A,皖北煤电集团,安徽,宿州,116.9648,33.6252,N,FALSE,Anhui,Suzhou,neighbor1,FALSE,FALSE,none,14,59,14,Suzhou,
3670A,禹都公园,山西,运城,111.0519,35.0439,Y,TRUE,Shanxi,Yuncheng,neighbor1,FALSE,FALSE,Fenwei,273,273,273,Yuncheng,Fenwei
3700A,康养中心(对照点),四川,雅安,103.0456,29.9697,Y,FALSE,Sichuan,Ya'an,none,FALSE,FALSE,none,292,304,292,Ya'an,
3698A,红旗小学,内蒙古,呼和浩特,111.5968,40.8179,N,FALSE,Nei Mongol,Hohhot,neighbor2,FALSE,FALSE,none,213,36,213,Hohhot,
3693A,路南电大,河北,唐山,118.1436,39.6202,N,FALSE,Hebei,Tangshan,26+2,FALSE,FALSE,Jingjinji,98,43,98,Tangshan,2+26
3692A,消防缸窑路中队,河北,唐山,118.2045,39.6581,N,FALSE,Hebei,Tangshan,26+2,FALSE,FALSE,Jingjinji,98,43,98,Tangshan,2+26
3690A,外国语学校,江西,南昌,115.9721,28.7031,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
3685A,双创科技楼,江西,上饶,117.897,28.4315,N,FALSE,Jiangxi,Shangrao,none,FALSE,FALSE,none,183,28,183,Shangrao,
3684A,新建矿广场,黑龙江,七台河,130.864,45.883,N,FALSE,Heilongjiang,Qitaihe,none,FALSE,FALSE,none,110,24,110,Qitaihe,
3683A,昆区政府,内蒙古,包头,109.8331,40.6576,N,FALSE,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,
3682A,济南四建,山东,济南,116.9814,36.6819,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
3678A,市第七中学,山东,济宁,116.5909,35.4053,N,FALSE,Shandong,Jining,26+2,FALSE,FALSE,none,250,183,250,Jining,2+26
3699A,海东办,内蒙古,呼和浩特,111.652,40.8389,N,FALSE,Nei Mongol,Hohhot,neighbor2,FALSE,FALSE,none,213,36,213,Hohhot,
3423A,溧水永阳(新增200421),江苏,南京,119.0138,31.6494,Y,FALSE,Jiangsu,Nanjing,neighbor2,TRUE,FALSE,YRD,166,90,166,Nanjing,YRD
3422A,江宁彩虹桥(新增200305),江苏,南京,,,Y,FALSE,Jiangsu,Nanjing,neighbor2,TRUE,FALSE,YRD,166,90,166,Nanjing,YRD
3413A,广丰区教体局(新增191231),江西,上饶,,,Y,FALSE,Jiangxi,Shangrao,none,FALSE,FALSE,none,183,28,183,Shangrao,
3186A,教育港,甘肃,兰州,103.7583,36.1058,N,FALSE,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,
3185A,巨轮,山西,太原,112.5628,37.8964,N,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
3184A,市委党校,黑龙江,哈尔滨,126.6203,45.7219,N,FALSE,Heilongjiang,Harbin,none,FALSE,FALSE,none,103,42,103,Harbin,
3183A,圣泉水务公司,四川,巴中,106.7417,31.8653,N,FALSE,Sichuan,Bazhong,none,FALSE,FALSE,none,274,74,274,Bazhong,
3182A,丽阳花园,四川,巴中,106.7658,31.8542,N,FALSE,Sichuan,Bazhong,none,FALSE,FALSE,none,274,74,274,Bazhong,
3179A,官渡区博物馆,云南,昆明,102.749,25.0119,N,FALSE,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,
3178A,潍坊七中,山东,潍坊,119.0586,36.7225,N,FALSE,Shandong,Weifang,neighbor1,FALSE,FALSE,none,257,200,257,Weifang,
3173A,市人大,安徽,安庆,117.0594,30.5342,N,FALSE,Anhui,Anqing,none,TRUE,FALSE,YRD,1,63,1,Anqing,YRD
3171A,梁园区档案局,河南,商丘,115.6125,34.445,N,FALSE,Henan,Shangqiu,neighbor1,FALSE,FALSE,none,125,84,125,Shangqiu,
3187A,远航博物馆,安徽,宿州,116.951,33.666,N,FALSE,Anhui,Suzhou,neighbor1,FALSE,FALSE,none,14,59,14,Suzhou,
3170A,市委党校,甘肃,金昌,102.1864,38.5253,N,FALSE,Gansu,Jinchang,none,FALSE,FALSE,none,33,328,33,Jinchang,
3165A,两寺渡,陕西,咸阳,108.6594,34.2969,N,TRUE,Shaanxi,Xianyang,neighbor2,FALSE,FALSE,Fenwei,242,39,242,Xianyang,Fenwei
3164A,广陵建设局,江苏,扬州,119.4686,32.3942,N,FALSE,Jiangsu,Yangzhou,neighbor2,TRUE,FALSE,YRD,174,191,174,Yangzhou,YRD
3153A,民族大道182号,湖北,武汉,114.3877,30.4908,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
3151A,宜春学院北校区,江西,宜春,114.375,27.8097,Y,FALSE,Jiangxi,Yichun,none,FALSE,FALSE,none,185,71,185,Yichun,
3149A,笔架山北路,湖北,黄石,115.0158,30.1594,N,FALSE,Hubei,Huangshi,none,FALSE,FALSE,none,135,318,135,Huangshi,
3148A,区人社局,四川,眉山,103.8286,30.0561,N,FALSE,Sichuan,Meishan,none,FALSE,FALSE,none,284,253,284,Meishan,
3147A,龙亭公园,河南,开封,114.3442,34.8097,N,FALSE,Henan,Kaifeng,26+2,FALSE,FALSE,none,118,111,118,Kaifeng,2+26
3141A,信访局,河南,安阳,114.3922,36.0878,N,FALSE,Henan,Anyang,26+2,FALSE,FALSE,none,114,65,114,Anyang,2+26
3140A,武陵区长庚,湖南,常德,111.6625,29.0531,N,FALSE,Hunan,Changde,none,FALSE,FALSE,none,149,14,149,Changde,
3169A,太极体育中心,河南,焦作,113.2725,35.2067,N,FALSE,Henan,Jiaozuo,26+2,FALSE,FALSE,none,116,240,116,Jiaozuo,2+26
3188A,市城管局,河北,衡水,115.6689,37.739,N,FALSE,Hebei,Hengshui,26+2,FALSE,FALSE,Jingjinji,94,265,94,Hengshui,2+26
3190A,外国语学校,江西,九江,116.0257,29.6995,N,FALSE,Jiangxi,Jiujiang,none,FALSE,FALSE,none,180,125,180,Jiujiang,
3191A,宿豫区政府,江苏,宿迁,118.3225,33.9447,N,FALSE,Jiangsu,Suqian,neighbor2,FALSE,FALSE,none,168,60,168,Suqian,
3365A,垦利区民丰路(新增200317),山东,东营,,,Y,FALSE,Shandong,Dongying,neighbor1,FALSE,FALSE,none,247,25,247,Dongying,
3363A,新区(新增200111),山东,淄博,,,Y,FALSE,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,2+26
3362A,即墨2号(新增200331),山东,青岛,120.5014,36.4034,Y,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
3345A,中波台(新增200115),黑龙江,七台河,,,Y,FALSE,Heilongjiang,Qitaihe,none,FALSE,FALSE,none,110,24,110,Qitaihe,
3329A,山南新区(新增200624),安徽,淮南,117.0108,32.5893,Y,FALSE,Anhui,Huainan,neighbor2,FALSE,FALSE,none,10,188,10,Huainan,
3288A,大泉街道,江苏,徐州,117.4632,34.4369,Y,FALSE,Jiangsu,Xuzhou,neighbor1,FALSE,FALSE,none,172,119,172,Xuzhou,
3239A,银鹰制药,吉林,辽源,125.0829,42.9079,N,FALSE,Jilin,Liaoyuan,none,FALSE,FALSE,none,191,346,191,Liaoyuan,
3238A,济民医院(对照点),安徽,芜湖,118.3954,31.3946,Y,FALSE,Anhui,Wuhu,neighbor2,TRUE,FALSE,YRD,16,359,16,Wuhu,YRD
3237A,展览馆,安徽,池州,117.4916,30.6619,N,FALSE,Anhui,Chizhou,none,TRUE,FALSE,YRD,5,168,5,Chizhou,YRD
3216A,漳州党校,福建,漳州,114.6622,24.5183,N,FALSE,Fujian,Zhangzhou,none,FALSE,FALSE,none,28,198,28,Zhangzhou,
3210A,汴京公园,河南,开封,114.3644,34.7964,N,FALSE,Henan,Kaifeng,26+2,FALSE,FALSE,none,118,111,118,Kaifeng,2+26
3209A,宁德一中,福建,宁德,119.5228,26.6564,N,FALSE,Fujian,Ningde,none,FALSE,FALSE,none,23,66,23,Ningde,
3208A,市政府,山西,忻州,112.7283,38.4153,N,FALSE,Shanxi,Xinzhou,neighbor1,FALSE,FALSE,none,271,30,271,Xinzhou,
3207A,市政府原办公楼,安徽,滁州,118.3117,32.3039,N,FALSE,Anhui,Chuzhou,neighbor2,TRUE,FALSE,YRD,6,175,6,Chuzhou,YRD
3206A,新钢沁园村,江西,新余,114.9149,27.807,N,FALSE,Jiangxi,Xinyu,none,FALSE,FALSE,none,184,134,184,Xinyu,
3204A,规划局,河南,平顶山,113.3025,33.7297,N,FALSE,Henan,Pingdingshan,neighbor1,FALSE,FALSE,none,122,129,122,Pingdingshan,
3201A,东关招商场,甘肃,武威,102.6486,37.9325,N,FALSE,Gansu,Wuwei,none,FALSE,FALSE,none,41,145,41,Wuwei,
3200A,监控中心,山东,聊城,115.9819,36.4978,N,FALSE,Shandong,Liaocheng,26+2,FALSE,FALSE,none,252,344,252,Liaocheng,2+26
3195A,市体育局,江苏,扬州,119.3633,32.3972,N,FALSE,Jiangsu,Yangzhou,neighbor2,TRUE,FALSE,YRD,174,191,174,Yangzhou,YRD
3194A,管委会,湖北,荆州,112.2747,30.3122,N,FALSE,Hubei,Jingzhou,none,FALSE,FALSE,none,137,340,137,Jingzhou,
3138A,武陵区永安,湖南,常德,111.7153,29.0289,N,FALSE,Hunan,Changde,none,FALSE,FALSE,none,149,14,149,Changde,
2446A,职工中心,湖北,黄冈,114.9028,30.4742,N,FALSE,Hubei,Huanggang,none,FALSE,FALSE,none,133,316,133,Ezhou,
2835A,四十中小,四川,攀枝花,101.7227,26.567,N,FALSE,Sichuan,Panzhihua,none,FALSE,FALSE,none,290,158,290,Panzhihua,
2709A,艾青诗歌馆,新疆,石河子,86.0497,44.2967,N,FALSE,Xinjiang Uygur,Shihezi,none,FALSE,FALSE,none,308,260,308,Shihezi,
2524A,老城,四川,广元,105.8242,32.4429,N,FALSE,Sichuan,Guangyuan,none,FALSE,FALSE,none,280,122,280,Guangyuan,
2523A,黑石坡,四川,广元,105.8945,32.4535,Y,FALSE,Sichuan,Guangyuan,none,FALSE,FALSE,none,280,122,280,Guangyuan,
2522A,城南新区,广西,崇左,107.3701,22.3708,N,FALSE,Guangxi,Chongzuo,none,FALSE,FALSE,none,66,7,66,Chongzuo,
2521A,市环保局江州分局,广西,崇左,107.3476,22.4137,N,FALSE,Guangxi,Chongzuo,none,FALSE,FALSE,none,66,7,66,Chongzuo,
2520A,来冶招待所,广西,来宾,109.2317,23.7369,N,FALSE,Guangxi,Laibin,none,FALSE,FALSE,none,72,192,72,Laibin,
2519A,来宾二中,广西,来宾,109.2131,23.7208,N,FALSE,Guangxi,Laibin,none,FALSE,FALSE,none,72,192,72,Laibin,
2518A,市疾控中心,广西,河池,108.1009,24.6967,N,FALSE,Guangxi,Hechi,none,FALSE,FALSE,none,70,207,70,Hechi,
2517A,市环保站,广西,河池,108.054,24.6928,N,FALSE,Guangxi,Hechi,none,FALSE,FALSE,none,70,207,70,Hechi,
2516A,东仁乐园,广西,河池,108.2134,24.7121,Y,FALSE,Guangxi,Hechi,none,FALSE,FALSE,none,70,207,70,Hechi,
2525A,南坝,四川,广元,105.8153,32.4246,N,FALSE,Sichuan,Guangyuan,none,FALSE,FALSE,none,280,122,280,Guangyuan,
2515A,政协大楼,广西,贺州,111.5622,24.4072,N,FALSE,Guangxi,Hezhou,none,FALSE,FALSE,none,71,271,71,Hezhou,
2513A,市中心血站,广西,百色,106.6527,23.8844,N,FALSE,Guangxi,Baise,none,FALSE,FALSE,none,64,257,64,Baise,
2512A,市监测站,广西,百色,106.6103,23.9011,N,FALSE,Guangxi,Baise,none,FALSE,FALSE,none,64,257,64,Baise,
2511A,南江一中,广西,玉林,110.1433,22.6164,N,FALSE,Guangxi,Yulin,none,FALSE,FALSE,none,77,263,77,Yulin,
2510A,市监测站,广西,玉林,110.1675,22.6411,N,FALSE,Guangxi,Yulin,none,FALSE,FALSE,none,77,263,77,Yulin,
