station_code,station_name,ProvinceZH,CityZH,Lon,Lat,对照点,Fenwei,Province,CityEN,designation,YRD,PRD,keyregion,GADM_ID_2,CityID,CityGADM,NAME_2,keyregion2018
1217A,文峰中学,江苏,盐城,120.129,33.3719,Y,FALSE,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,YRD
1216A,市监测站,江苏,盐城,120.156,33.3942,N,FALSE,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,YRD
1215A,盐城电厂,江苏,盐城,120.118,33.4022,N,FALSE,Jiangsu,Yancheng,neighbor2,TRUE,FALSE,YRD,173,242,173,Yancheng,YRD
1214A,淮阴区监测站,江苏,淮安,119.0186,33.6297,N,FALSE,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,
1213A,楚州区监测站,江苏,淮安,119.135,33.5039,N,FALSE,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,
1212A,市监测站,江苏,淮安,118.989,33.6067,N,FALSE,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,
1200A,武进监测站,江苏,常州,119.935,31.7039,N,FALSE,Jiangsu,Changzhou,neighbor2,TRUE,FALSE,YRD,163,13,163,Changzhou,YRD
1211A,北京南路,江苏,淮安,119.007,33.575,N,FALSE,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,
1209A,留学生创业园,江苏,泰州,119.888,32.4639,N,FALSE,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,YRD
1208A,高港区政府,江苏,泰州,119.882,32.303,Y,FALSE,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,YRD
1207A,莲花,江苏,泰州,119.9219,32.4611,N,FALSE,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,YRD
1206A,公园路,江苏,泰州,119.9,32.4867,N,FALSE,Jiangsu,Taizhou,neighbor2,TRUE,FALSE,YRD,170,211,170,Taizhou,YRD
1205A,丹徒区监测站,江苏,镇江,119.43,32.1319,N,FALSE,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,YRD
1204A,职教中心,江苏,镇江,119.491,32.215,N,FALSE,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,YRD
1203A,新区办事处,江苏,镇江,119.68,32.1883,N,FALSE,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,YRD
1202A,环境监测站,江苏,镇江,,,N,FALSE,Jiangsu,Zhenjiang,neighbor2,TRUE,FALSE,YRD,175,334,175,Zhenjiang,YRD
1210A,钵池山,江苏,淮安,119.036,33.5981,N,FALSE,Jiangsu,Huai'an,neighbor2,FALSE,FALSE,none,164,187,164,Huai'an,
1265A,实验学校,浙江,衢州,118.871,28.9664,N,FALSE,Zhejiang,Quzhou,none,FALSE,FALSE,none,341,267,341,Quzhou,
1266A,衢州学院,浙江,衢州,118.855,28.9745,N,FALSE,Zhejiang,Quzhou,none,FALSE,FALSE,none,341,267,341,Quzhou,
1267A,监测站大楼,浙江,丽水,119.914,28.4514,N,FALSE,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,
1331A,汉口江滩,湖北,武汉,114.3008,30.5947,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1330A,沌口新区,湖北,武汉,114.1525,30.4753,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1329A,青山钢花,湖北,武汉,114.4272,30.6103,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1328A,武昌紫阳,湖北,武汉,114.3006,30.5494,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1327A,汉口花桥,湖北,武汉,114.2836,30.6197,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1326A,汉阳月湖,湖北,武汉,114.2511,30.5514,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1325A,东湖梨园,湖北,武汉,114.3672,30.5719,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1324A,岗李水库(对照点),河南,郑州,113.6113,34.9162,Y,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1332A,东湖高新,湖北,武汉,114.3894,30.4822,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1323A,河医大,河南,郑州,113.6356,34.7538,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1321A,四十七中,河南,郑州,113.734,34.719,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1320A,经开区管委,河南,郑州,113.727,34.7187,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1319A,供水公司,河南,郑州,113.564,34.802,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1318A,银行学校,河南,郑州,113.675,34.8019,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1317A,郑纺机,河南,郑州,113.641,34.7745,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1316A,烟厂,河南,郑州,113.6844,34.7622,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1315A,城阳区子站,山东,青岛,120.4001,36.2403,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1314A,黄岛区子站,山东,青岛,120.1964,36.3083,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1322A,市监测站,河南,郑州,113.5991,34.7496,N,FALSE,Henan,Zhengzhou,26+2,FALSE,FALSE,none,129,354,129,Zhengzhou,2+26
1313A,崂山区子站,山东,青岛,120.4587,36.0851,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1333A,吴家山,湖北,武汉,114.2131,30.6414,N,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1335A,经开区环保局,湖南,长沙,113.0833,28.2325,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1408A,沙井镇街道办,广西,南宁,108.244,22.7833,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1407A,英华嘉园,广西,南宁,108.328,22.735,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1406A,区农职院,广西,南宁,108.239,22.8464,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1405A,仙葫,广西,南宁,108.439,22.7906,Y,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1404A,大自然花园,广西,南宁,108.383,22.805,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1403A,市监测站,广西,南宁,108.321,22.8225,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1402A,北湖,广西,南宁,108.316,22.8561,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1401A,振宁花园,广西,南宁,108.301,22.7875,N,FALSE,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,
1334A,沉湖七壕,湖北,武汉,113.8531,30.2997,Y,FALSE,Hubei,Wuhan,neighbor2,FALSE,FALSE,none,143,146,143,Wuhan,
1845A,市委党校,湖北,荆州,112.2068,30.3515,N,FALSE,Hubei,Jingzhou,none,FALSE,FALSE,none,137,340,137,Jingzhou,
1343A,湖南中医药大学,湖南,长沙,112.8908,28.1308,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1342A,天心区环保局,湖南,长沙,112.9844,28.1178,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1341A,火车新站,湖南,长沙,113.0014,28.1944,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1340A,伍家岭,湖南,长沙,112.9792,28.2597,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1339A,雨花区环保局,湖南,长沙,112.9956,28.1442,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1338A,湖南师范大学,湖南,长沙,112.9394,28.19,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1337A,马坡岭,湖南,长沙,113.0792,28.2053,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1336A,高开区环保局,湖南,长沙,112.8872,28.2189,N,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1344A,沙坪,湖南,长沙,112.9958,28.3586,Y,FALSE,Hunan,Changsha,none,FALSE,FALSE,none,150,333,150,Changsha,
1312A,市南区西部子站,山东,青岛,120.2992,36.0543,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1311A,四方区子站,山东,青岛,120.3664,36.1032,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1310A,市南区东部子站,山东,青岛,120.4134,36.0654,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1285A,紫阳,福建,福州,119.315,26.0753,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1284A,杨桥西路,福建,福州,119.268,26.0797,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1283A,五四北路,福建,福州,119.299,26.1092,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1282A,师大,福建,福州,119.303,26.0392,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1281A,快安,福建,福州,119.414,26.0258,N,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1280A,鼓山,福建,福州,119.389,26.0542,Y,FALSE,Fujian,Fuzhou,none,FALSE,FALSE,none,20,236,20,Fuzhou,
1279A,高新区,安徽,合肥,117.124,31.8516,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1278A,滨湖新区,安徽,合肥,117.278,31.7386,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1286A,溪东,福建,厦门,118.1569444,24.81805556,Y,FALSE,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,
1277A,包河区,安徽,合肥,117.302,31.7956,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1275A,庐阳区,安徽,合肥,117.266,31.9438,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1274A,长江中路,安徽,合肥,117.25,31.8572,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1273A,董铺水库,安徽,合肥,117.16,31.9051,Y,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1272A,琥珀山庄,安徽,合肥,117.259,31.8706,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1271A,三里街,安徽,合肥,117.307,31.8766,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1270A,明珠广场,安徽,合肥,117.196,31.7848,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1269A,余庄前,浙江,丽水,119.879,28.4231,N,FALSE,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,
1268A,莲都小学,浙江,丽水,119.93,28.4586,N,FALSE,Zhejiang,Lishui,none,FALSE,FALSE,none,339,20,339,Lishui,
1276A,瑶海区,安徽,合肥,117.336,31.8585,N,FALSE,Anhui,Hefei,neighbor2,TRUE,FALSE,YRD,8,93,8,Hefei,YRD
1287A,洪文,福建,厦门,118.1513889,24.47666667,N,FALSE,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,
1288A,鼓浪屿,福建,厦门,118.0636111,24.44583333,N,FALSE,Fujian,Xiamen,none,FALSE,FALSE,none,27,235,27,Xiamen,
1290A,省外办,江西,南昌,115.893,28.6844,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1309A,市北区子站,山东,青岛,120.3471,36.0699,N,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1308A,李沧区子站,山东,青岛,120.3905,36.1851,Y,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1307A,仰口,山东,青岛,120.6659,36.2403,Y,FALSE,Shandong,Qingdao,neighbor2,FALSE,FALSE,none,254,335,254,Qingdao,
1306A,长清党校,山东,济南,116.7672,36.5464,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1305A,市监测站,山东,济南,117.049,36.6622,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1304A,机床二厂,山东,济南,116.943,36.6489,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1303A,省种子仓库,山东,济南,117.0684,36.6868,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1302A,济南化工厂,山东,济南,116.989,36.6872,Y,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1301A,开发区,山东,济南,117.114,36.6739,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1300A,农科所,山东,济南,116.93,36.67,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1299A,科干所,山东,济南,116.988,36.6114,N,FALSE,Shandong,Jinan,26+2,FALSE,FALSE,none,249,184,249,Jinan,2+26
1298A,省站,江西,南昌,115.931,28.6844,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1297A,石化(停运170322),江西,南昌,115.912,28.6131,Y,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1296A,武术学校(对照点),江西,南昌,115.742,28.7994,Y,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1295A,象湖,江西,南昌,115.892,28.6425,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1294A,建工学校,江西,南昌,115.852,28.6869,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1293A,京东镇政府(停运200108),江西,南昌,115.973,28.6969,Y,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1292A,林科所,江西,南昌,115.813,28.7442,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1291A,省林业公司,江西,南昌,115.8886,28.6839,N,FALSE,Jiangxi,Nanchang,none,FALSE,FALSE,none,181,89,181,Nanchang,
1179A,铜山兽医院,江苏,徐州,117.192,34.3083,Y,FALSE,Jiangsu,Xuzhou,neighbor1,FALSE,FALSE,none,172,119,172,Xuzhou,
1178A,淮塔,江苏,徐州,117.1917,34.2328,N,FALSE,Jiangsu,Xuzhou,neighbor1,FALSE,FALSE,none,172,119,172,Xuzhou,
1177A,黄河新村,江苏,徐州,117.167,34.2761,N,FALSE,Jiangsu,Xuzhou,neighbor1,FALSE,FALSE,none,172,119,172,Xuzhou,
1176A,开发区恒瑞医药公司,江苏,连云港,119.348,34.6984,Y,FALSE,Jiangsu,Lianyungang,neighbor2,FALSE,FALSE,none,165,275,165,Lianyungang,
1064A,开发区,河北,承德,117.963,40.9359,N,FALSE,Hebei,Chengde,neighbor1,FALSE,FALSE,Jingjinji,92,190,92,Chengde,
1063A,中国银行,河北,承德,117.9525,40.9843,N,FALSE,Hebei,Chengde,neighbor1,FALSE,FALSE,Jingjinji,92,190,92,Chengde,
1062A,铁路,河北,承德,117.9664,40.9161,N,FALSE,Hebei,Chengde,neighbor1,FALSE,FALSE,Jingjinji,92,190,92,Chengde,
1061A,北泵房,河北,张家口,114.904,40.8725,Y,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
1060A,世纪豪园,河北,张家口,114.9032,40.7688,N,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
1059A,五金库,河北,张家口,114.8814,40.8115,N,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
1058A,探机厂,河北,张家口,114.892,40.79481,Y,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
1057A,人民公园,河北,张家口,114.8985,40.8367,N,FALSE,Hebei,Zhangjiakou,neighbor1,FALSE,FALSE,Jingjinji,100,107,100,Zhangjiakou,
1065A,文化中心,河北,承德,117.8184,40.9733,N,FALSE,Hebei,Chengde,neighbor1,FALSE,FALSE,Jingjinji,92,190,92,Chengde,
1056A,监测站,河北,保定,115.5214,38.8707,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1054A,地表水厂,河北,保定,115.4612,38.8416,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1053A,接待中心,河北,保定,115.4713,38.9108,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1052A,华电二区,河北,保定,115.5223,38.8957,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1051A,游泳馆,河北,保定,115.493,38.8632,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1050A,丛台公园,河北,邯郸,114.4965,36.61981,N,FALSE,Hebei,Handan,26+2,FALSE,FALSE,Jingjinji,93,288,93,Handan,2+26
1049A,矿院,河北,邯郸,114.5035,36.5776,N,FALSE,Hebei,Handan,26+2,FALSE,FALSE,Jingjinji,93,288,93,Handan,2+26
1048A,东污水处理厂,河北,邯郸,114.5426,36.6164,N,FALSE,Hebei,Handan,26+2,FALSE,FALSE,Jingjinji,93,288,93,Handan,2+26
1047A,环保局,河北,邯郸,114.5129,36.61763,N,FALSE,Hebei,Handan,26+2,FALSE,FALSE,Jingjinji,93,288,93,Handan,2+26
1055A,胶片厂,河北,保定,115.442,38.8756,N,FALSE,Hebei,Baoding,26+2,FALSE,FALSE,Jingjinji,90,32,90,Baoding,2+26
1046A,建设大厦,河北,秦皇岛,119.5369,39.9419,N,FALSE,Hebei,Qinhuangdao,neighbor1,FALSE,FALSE,Jingjinji,96,248,96,Qinhuangdao,
1066A,离宫,河北,承德,117.9384,41.0112,Y,FALSE,Hebei,Chengde,neighbor1,FALSE,FALSE,Jingjinji,92,190,92,Chengde,
1068A,开发区,河北,廊坊,116.7729,39.5747,N,FALSE,Hebei,Langfang,26+2,FALSE,FALSE,Jingjinji,95,58,95,Langfang,2+26
1086A,桃园,山西,太原,112.5369,37.8692,N,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1085A,小店,山西,太原,112.5583,37.7394,N,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1084A,晋源,山西,太原,112.469,37.7124,N,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1083A,上兰(对照点),山西,太原,112.434,38.0108,Y,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1082A,涧河,山西,太原,112.573,37.9103,Y,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1081A,尖草坪,山西,太原,112.522,37.8873,N,FALSE,Shanxi,Taiyuan,26+2,FALSE,FALSE,none,270,54,270,Taiyuan,2+26
1080A,市环保局,河北,邢台,114.4854,37.062,N,FALSE,Hebei,Xingtai,26+2,FALSE,FALSE,Jingjinji,99,289,99,Xingtai,2+26
1079A,路桥公司,河北,邢台,114.5331,37.0964,N,FALSE,Hebei,Xingtai,26+2,FALSE,FALSE,Jingjinji,99,289,99,Xingtai,2+26
1067A,药材公司,河北,廊坊,116.6838,39.5178,N,FALSE,Hebei,Langfang,26+2,FALSE,FALSE,Jingjinji,95,58,95,Langfang,2+26
1078A,邢师高专,河北,邢台,114.5261,37.0533,N,FALSE,Hebei,Xingtai,26+2,FALSE,FALSE,Jingjinji,99,289,99,Xingtai,2+26
1076A,市环保局,河北,衡水,115.6906,37.739,Y,FALSE,Hebei,Hengshui,26+2,FALSE,FALSE,Jingjinji,94,265,94,Hengshui,2+26
1075A,市监测站,河北,衡水,115.6426,37.7379,N,FALSE,Hebei,Hengshui,26+2,FALSE,FALSE,Jingjinji,94,265,94,Hengshui,2+26
1074A,电机北厂,河北,衡水,115.6951,37.7575,N,FALSE,Hebei,Hengshui,26+2,FALSE,FALSE,Jingjinji,94,265,94,Hengshui,2+26
1073A,市环保局,河北,沧州,116.8709,38.3228,N,FALSE,Hebei,Cangzhou,26+2,FALSE,FALSE,Jingjinji,91,206,91,Cangzhou,2+26
1072A,电视转播站,河北,沧州,116.8584,38.3254,N,FALSE,Hebei,Cangzhou,26+2,FALSE,FALSE,Jingjinji,91,206,91,Cangzhou,2+26
1071A,沧县城建局,河北,沧州,116.8854,38.2991,N,FALSE,Hebei,Cangzhou,26+2,FALSE,FALSE,Jingjinji,91,206,91,Cangzhou,2+26
1070A,北华航天学院,河北,廊坊,116.7464,39.5343,N,FALSE,Hebei,Langfang,26+2,FALSE,FALSE,Jingjinji,95,58,95,Langfang,2+26
1069A,环境监测监理中心,河北,廊坊,116.715,39.5571,Y,FALSE,Hebei,Langfang,26+2,FALSE,FALSE,Jingjinji,95,58,95,Langfang,2+26
1077A,达活泉,河北,邢台,114.4821,37.0967,N,FALSE,Hebei,Xingtai,26+2,FALSE,FALSE,Jingjinji,99,289,99,Xingtai,2+26
1044A,监测站,河北,秦皇岛,119.6023,39.9567,N,FALSE,Hebei,Qinhuangdao,neighbor1,FALSE,FALSE,Jingjinji,96,248,96,Qinhuangdao,
1043A,第一关,河北,秦皇岛,119.7624,40.0181,N,FALSE,Hebei,Qinhuangdao,neighbor1,FALSE,FALSE,Jingjinji,96,248,96,Qinhuangdao,
1019A,淮河道,天津,天津,117.1837,39.2133,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1018A,前进道,天津,天津,117.202,39.0927,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1017A,大直沽八号路,天津,天津,117.237,39.1082,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1016A,南京路(停运160601),天津,天津,117.184,39.1205,Y,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1015A,勤俭道,天津,天津,117.145,39.1654,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1014A,南口路(停运161122),天津,天津,117.193,39.173,Y,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1013A,市监测中心(停运150702),天津,天津,117.151,39.097,Y,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1012A,古城,北京,北京,116.225,39.9279,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1020A,天山路(停运150702),天津,天津,117.269,39.1337,Y,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1011A,奥体中心,北京,北京,116.407,40.0031,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1009A,怀柔镇,北京,北京,116.644,40.3937,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1008A,顺义新城,北京,北京,116.72,40.1438,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1007A,海淀区万柳,北京,北京,116.315,39.9934,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1006A,官园,北京,北京,116.361,39.9425,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1005A,农展馆,北京,北京,116.473,39.9716,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1004A,天坛,北京,北京,116.434,39.8745,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1003A,东四,北京,北京,116.434,39.9522,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1002A,定陵,北京,北京,116.17,40.2865,Y,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1010A,昌平镇,北京,北京,116.23,40.1952,N,FALSE,Beijing,Beijing,26+2,FALSE,FALSE,Jingjinji,18,233,18,Beijing,2+26
1021A,跃进路,天津,天津,117.307,39.0877,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1022A,梅江小区(停运150702),天津,天津,117.221,39.06,Y,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1023A,第四大街,天津,天津,117.707,39.0343,N,FALSE,Tianjin,Tianjin,26+2,FALSE,FALSE,Jingjinji,296,51,296,Tianjin,2+26
1042A,北戴河环保局,河北,秦皇岛,119.5259,39.8283,N,FALSE,Hebei,Qinhuangdao,neighbor1,FALSE,FALSE,Jingjinji,96,248,96,Qinhuangdao,
1041A,小山,河北,唐山,118.1997,39.6295,N,FALSE,Hebei,Tangshan,26+2,FALSE,FALSE,Jingjinji,98,43,98,Tangshan,2+26
1040A,十二中,河北,唐山,118.1838,39.65782,N,FALSE,Hebei,Tangshan,26+2,FALSE,FALSE,Jingjinji,98,43,98,Tangshan,2+26
1039A,陶瓷公司(停运200109),河北,唐山,118.2185,39.6679,Y,FALSE,Hebei,Tangshan,26+2,FALSE,FALSE,Jingjinji,98,43,98,Tangshan,2+26
